scene,q,tx,ty,mean_z,disp_seed,disp_est,disocc,edge,activity,bits_intra,bits_stereo,bits_stereo_mv,bits_stereo_est,bits_stereo_rec_mv,bits_warp,bits_warp_mv,sad_intra,sad_stereo_mv,sad_warp_mv,mvx_q2,mvy_q2
far,8,3,13,2.196,13.72,12,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,7,0,2,-4,-8
far,8,4,13,2.191,13.75,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,5,13,2.187,13.78,14,0.0000,0.0000,0.05,461.5,455.7,455.7,455.7,455.7,455.7,455.7,218,34,17,-4,-4
far,8,6,13,2.183,13.80,14,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,70,37,5,0,-16
far,8,7,13,2.179,13.83,4,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,8,13,2.174,13.86,14,0.0000,0.0000,0.05,470.3,455.7,455.7,455.7,455.7,455.7,455.7,404,36,28,0,-4
far,8,9,13,2.170,13.88,14,0.0000,0.0000,0.06,482.0,455.7,455.7,455.7,455.7,455.7,455.7,578,16,22,0,0
far,8,10,13,2.166,13.91,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,11,13,2.162,13.94,12,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,28,1,2,-8,-4
far,8,12,13,2.157,13.96,14,0.0000,0.0000,0.07,458.6,455.7,455.7,455.7,455.7,455.7,455.7,235,32,21,-12,-8
far,8,13,13,2.153,13.99,14,0.0000,0.0000,0.06,458.6,455.7,455.7,455.7,455.7,455.7,455.7,158,15,8,8,4
far,8,14,13,2.149,14.02,16,0.0000,0.0000,0.02,461.5,455.7,455.7,455.7,455.7,455.7,455.7,122,7,9,16,16
far,8,15,13,2.145,14.04,12,0.0000,0.2195,0.04,455.7,455.7,455.7,455.7,455.7,467.4,461.5,60,1,161,-16,0
far,8,0,14,1.858,16.20,16,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,123,8,14,16,-8
far,8,1,14,1.854,16.23,14,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,182,5,11,4,-4
far,8,2,14,1.851,16.26,4,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,3,14,1.848,16.29,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,4,14,1.845,16.31,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,5,14,1.842,16.34,16,0.0000,0.0000,0.05,461.5,455.7,455.7,455.7,455.7,455.7,455.7,190,33,17,0,4
far,8,6,14,1.839,16.37,16,0.0000,0.0000,0.05,461.5,455.7,455.7,455.7,455.7,455.7,455.7,170,24,14,0,-8
far,8,7,14,1.836,16.39,18,0.0000,0.0000,0.02,458.6,455.7,455.7,455.7,455.7,455.7,455.7,112,5,3,8,-4
far,8,8,14,1.833,16.42,16,0.0000,0.0000,0.05,476.1,455.7,455.7,455.7,455.7,455.7,455.7,367,40,9,0,4
far,8,9,14,1.830,16.45,16,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,185,27,23,4,12
far,8,10,14,1.827,16.47,16,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,175,13,17,1,-1
far,8,11,14,1.824,16.50,6,0.0000,0.0000,0.03,455.7,455.7,455.7,455.7,455.7,455.7,455.7,129,0,17,4,0
far,8,12,14,1.821,16.53,16,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,173,3,16,4,0
far,8,13,14,1.818,16.55,16,0.0000,0.0000,0.02,464.4,455.7,455.7,455.7,455.7,455.7,455.7,193,11,12,0,4
far,8,14,14,1.815,16.58,16,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,208,22,25,4,8
far,8,15,14,1.812,16.61,0,0.0000,0.2600,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,0,15,1.603,18.77,18,0.0000,0.0000,0.04,479.0,455.7,455.7,455.7,455.7,458.6,455.7,474,29,20,0,-4
far,8,1,15,1.601,18.80,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,2,15,1.598,18.82,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,3,15,1.596,18.85,20,0.0000,0.0000,0.03,476.1,455.7,455.7,455.7,455.7,455.7,455.7,391,4,7,12,-8
far,8,4,15,1.594,18.88,18,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,53,5,17,4,-4
far,8,5,15,1.592,18.90,18,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,5,0,0,0,-4
far,8,6,15,1.589,18.93,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,7,15,1.587,18.96,18,0.0000,0.0000,0.02,455.7,455.7,455.7,455.7,455.7,455.7,455.7,109,3,11,-8,0
far,8,8,15,1.585,18.98,18,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,162,15,11,-8,12
far,8,9,15,1.582,19.01,12,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,10,15,1.580,19.04,20,0.0000,0.0000,0.02,464.4,455.7,455.7,455.7,455.7,455.7,455.7,171,1,7,16,-8
far,8,11,15,1.578,19.06,18,0.0000,0.0000,0.04,458.6,455.7,455.7,455.7,455.7,455.7,455.7,108,7,13,4,0
far,8,12,15,1.576,19.09,12,0.0000,0.0000,0.03,455.7,455.7,455.7,455.7,455.7,455.7,455.7,33,0,13,0,0
far,8,13,15,1.574,19.12,20,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,149,8,17,0,0
far,8,14,15,1.571,19.14,16,0.0000,0.0000,0.01,458.6,455.7,455.7,455.7,455.7,455.7,455.7,53,0,1,-12,8
far,8,15,15,1.569,19.17,0,0.0000,0.2991,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,0,0,1.149,26.17,26,0.0000,0.0000,9.63,5143.6,2718.9,2718.9,3399.5,2912.2,5286.4,3264.5,199572,6854,6524,1,0
clutter,8,1,0,1.151,26.14,26,0.0000,0.0000,8.72,5391.0,3127.0,3136.3,3136.3,3201.4,4898.2,3025.5,187724,8109,5447,-1,0
clutter,8,2,0,1.152,26.10,26,0.0000,0.0000,8.59,4970.5,2710.7,2710.7,2710.7,2646.0,5239.7,3152.1,185182,5388,5938,-1,0
clutter,8,3,0,1.154,26.06,26,0.0000,0.0000,9.66,5400.6,3819.3,3819.3,3819.3,3982.8,5762.3,3317.0,266264,10077,6333,0,0
clutter,8,4,0,1.156,26.03,26,0.0000,0.0000,9.16,5105.7,3293.9,3293.9,3293.9,3414.4,5292.2,2962.0,244186,9612,5746,0,0
clutter,8,5,0,1.157,25.99,26,0.0000,0.0000,7.54,4314.6,2766.0,2766.0,2766.0,2821.8,3954.4,2640.9,183377,5984,5723,0,0
clutter,8,6,0,1.159,25.96,26,0.0000,0.0000,6.00,3553.7,2130.6,1092.6,1092.6,1212.5,3328.5,1816.6,155380,2014,3438,-4,0
clutter,8,7,0,1.160,25.92,26,0.0000,0.0000,8.49,4178.3,2692.6,2692.6,2692.6,2737.9,4303.3,2769.3,207672,10434,6676,0,0
clutter,8,8,0,1.162,25.89,26,0.0000,0.0000,8.60,4421.3,3323.7,3323.7,3323.7,3421.8,4726.6,2919.5,179679,9773,7702,0,0
clutter,8,9,0,1.164,25.85,26,0.0000,0.0000,9.03,5044.5,3731.6,3917.2,3917.2,3936.1,4974.8,3252.9,182210,10100,13686,1,0
clutter,8,10,0,1.165,25.81,26,0.0000,0.0000,6.40,3546.5,2613.0,2333.4,2333.4,2132.6,3246.7,2094.0,87766,3250,4762,-4,0
clutter,8,11,0,1.167,25.78,26,0.0000,0.0000,4.16,2980.7,2063.6,1796.8,1796.8,1837.0,2905.6,2519.0,87577,5291,23347,5,-5
clutter,8,12,0,1.168,25.74,26,0.0000,0.0000,5.99,4450.0,3250.2,3335.0,3335.0,3178.4,4203.3,3111.1,157478,8253,39133,4,-5
clutter,8,13,0,1.170,25.71,26,0.0000,0.0000,7.23,5424.2,3968.2,4141.7,4141.7,3771.6,5176.7,3626.2,154080,9855,60083,4,-5
clutter,8,14,0,1.172,25.67,24,0.0000,0.0000,6.19,4342.2,2529.0,2619.1,2624.0,2580.8,3815.6,2577.0,154768,6044,70970,-2,1
clutter,8,15,0,1.173,25.64,26,0.0000,0.4001,6.34,3940.2,3450.2,3184.0,3204.7,3298.1,3323.2,3325.9,154576,40512,112502,-13,17
clutter,8,0,1,1.322,22.77,22,0.0000,0.0000,11.89,6400.3,4189.6,4445.5,4445.5,4493.6,6613.1,3601.0,215313,7948,6802,1,0
clutter,8,1,1,1.324,22.73,22,0.0000,0.0000,10.93,5379.9,3874.0,4047.2,4047.2,4108.4,5921.8,3012.3,216544,8846,6069,1,0
clutter,8,2,1,1.326,22.69,24,0.0000,0.0000,10.38,6058.4,4023.0,4217.6,4217.6,4336.7,5633.0,3122.8,217401,8683,5120,1,0
clutter,8,3,1,1.328,22.66,22,0.0000,0.0000,9.19,5254.7,3496.2,3651.7,3651.7,3725.6,5105.7,2730.2,207971,9046,5012,1,0
clutter,8,4,1,1.330,22.62,22,0.0000,0.0000,8.43,4567.6,2681.2,2170.7,2217.6,2351.3,4479.2,2366.7,176591,8522,4032,-1,0
clutter,8,5,1,1.332,22.59,22,0.0000,0.0000,7.68,4388.9,2663.1,2484.6,2344.6,2527.4,4470.4,2396.8,168269,6083,4466,-1,0
clutter,8,6,1,1.335,22.55,22,0.0000,0.0000,9.16,4623.6,3300.3,3289.6,3435.0,3370.3,5088.4,2713.1,195963,10694,5381,-1,0
clutter,8,7,1,1.337,22.52,22,0.0000,0.0000,8.58,4043.6,2520.7,2431.5,2745.5,2455.4,3949.0,2547.4,203980,11733,5735,-1,0
clutter,8,8,1,1.339,22.48,22,0.0000,0.0000,8.81,4338.8,3141.1,3007.9,3032.7,3362.5,4430.7,2791.0,178806,10615,5892,1,0
clutter,8,9,1,1.341,22.44,22,0.0000,0.0000,9.16,4958.6,3741.7,3912.4,4016.6,3956.4,5177.6,2689.5,156939,10685,5335,-1,0
clutter,8,10,1,1.343,22.41,22,0.0000,0.0000,9.33,5285.8,3886.7,3974.6,4027.1,4057.9,5678.5,2745.4,146734,10923,5313,-1,0
clutter,8,11,1,1.345,22.37,22,0.0000,0.0000,10.31,5785.8,4151.5,4350.4,4350.4,4249.1,5963.1,3208.4,160055,10486,5913,0,0
clutter,8,12,1,1.347,22.34,22,0.0000,0.0000,10.01,5832.1,4137.9,4418.5,4418.5,4486.6,6062.4,3194.0,190203,7411,5101,-1,0
clutter,8,13,1,1.350,22.30,22,0.0000,0.0000,10.57,6124.2,4553.5,4775.5,4775.5,4793.8,7033.8,3603.2,211407,8946,5755,-1,0
clutter,8,14,1,1.352,22.27,22,0.0000,0.0000,11.27,5940.2,4733.2,4912.5,4912.5,4929.9,6466.3,3990.7,221588,9675,7493,-1,0
clutter,8,15,1,1.354,22.23,24,0.0000,0.3477,11.99,6488.2,5480.1,5179.9,5031.2,5272.8,7255.5,7063.3,227756,41748,340494,1,0
clutter,8,0,2,1.556,19.36,20,0.0000,0.0000,13.14,6885.2,4746.0,5120.0,5120.0,4860.4,7059.9,3690.2,225124,10444,6802,0,0
clutter,8,1,2,1.559,19.32,18,0.0000,0.0000,12.91,6412.3,4643.0,4854.7,4854.7,4977.1,6650.2,3368.0,229682,10931,6195,-1,0
clutter,8,2,2,1.562,19.29,20,0.0000,0.0000,12.38,6628.7,4798.8,4973.6,4973.6,5012.7,6774.6,3371.6,244916,11137,5682,-1,0
clutter,8,3,2,1.564,19.25,20,0.0000,0.0000,10.94,5659.2,4200.3,4382.6,4382.6,4377.0,6069.4,3064.2,268933,10680,5365,-1,0
clutter,8,4,2,1.567,19.22,20,0.0000,0.0000,9.70,5175.9,3136.1,3297.2,3297.2,3382.2,5125.3,2599.9,288695,9649,5378,-1,0
clutter,8,5,2,1.570,19.18,20,0.0000,0.0000,9.19,4846.6,3045.2,3036.5,3036.5,3187.9,4779.8,2749.0,297411,9628,5383,-1,0
clutter,8,6,2,1.573,19.15,20,0.0000,0.0000,9.02,4720.1,2916.4,2863.9,2863.9,2965.5,4917.2,2643.0,293427,9846,5302,-1,0
clutter,8,7,2,1.576,19.11,20,0.0000,0.0000,8.58,4048.2,2009.1,2009.1,2009.1,2081.9,3700.5,2447.2,277867,10343,5749,0,0
clutter,8,8,2,1.579,19.07,18,0.0000,0.0000,8.83,4483.4,2646.4,2646.4,2646.4,2769.2,4416.6,2630.3,248161,9673,5492,0,0
clutter,8,9,2,1.582,19.04,18,0.0000,0.0000,10.43,5306.9,4104.7,4104.7,4104.7,4104.7,5386.5,3119.5,218574,12833,6106,0,0
clutter,8,10,2,1.585,19.00,18,0.0000,0.0000,11.00,5763.5,4233.5,4233.5,4233.5,4343.5,6830.6,3328.5,204766,10671,6305,0,0
clutter,8,11,2,1.588,18.97,18,0.0000,0.0000,14.42,6621.6,4894.2,4894.2,4894.2,5019.3,7601.2,4009.6,232835,9991,9611,0,0
clutter,8,12,2,1.591,18.93,20,0.0000,0.0000,15.61,6140.6,4506.4,4506.4,4506.4,4671.8,7466.2,3961.2,260334,11390,10099,0,0
clutter,8,13,2,1.594,18.90,18,0.0000,0.0000,16.38,6794.0,5079.5,5079.5,5079.5,5242.8,8251.4,4328.8,266105,10353,10632,0,0
clutter,8,14,2,1.597,18.86,18,0.0000,0.0000,17.00,7341.1,5350.5,5449.0,5449.0,5559.7,8671.8,4895.4,248531,11942,11818,1,0
clutter,8,15,2,1.600,18.82,18,0.0000,0.2935,17.76,8410.4,6658.0,6948.3,6948.3,6729.5,8771.8,9498.4,223482,46911,331461,0,0
clutter,8,0,3,1.890,15.95,16,0.0000,0.0000,23.32,9234.6,7093.8,7093.8,7093.8,6925.1,9584.9,5507.8,259151,13295,13803,-1,0
clutter,8,1,3,1.895,15.92,16,0.0000,0.0000,20.61,8562.6,6043.2,6043.2,6043.2,6151.2,8660.3,4660.2,224009,11839,11241,0,0
clutter,8,2,3,1.899,15.88,16,0.0000,0.0000,18.23,8326.9,6069.8,5624.5,5624.5,5761.6,8195.6,4362.4,218598,11749,9932,-1,0
clutter,8,3,3,1.903,15.85,16,0.0000,0.0000,17.47,7193.6,5729.7,5932.7,5932.7,5899.5,7956.3,4625.8,276546,15105,9744,0,0
clutter,8,4,3,1.908,15.81,16,0.0000,0.0000,15.74,6877.4,5213.9,5445.3,5445.3,5478.9,7458.8,3807.2,303732,12617,9642,1,0
clutter,8,5,3,1.912,15.77,16,0.0000,0.0000,15.67,6741.2,4728.4,4728.4,4635.2,4671.0,7254.8,3751.2,290771,15393,9876,-1,0
clutter,8,6,3,1.916,15.74,16,0.0000,0.0000,13.34,5417.2,3963.2,4049.4,4049.4,4103.6,5390.6,3535.1,309985,10831,8659,1,0
clutter,8,7,3,1.921,15.70,16,0.0000,0.0000,12.65,4396.6,3080.8,2879.9,2879.9,2913.1,4944.9,3341.1,316496,10806,9526,1,0
clutter,8,8,3,1.925,15.67,16,0.0000,0.0000,16.03,6459.5,5095.0,5272.0,5272.0,5193.4,7218.6,4647.1,312177,17267,11169,0,0
clutter,8,9,3,1.930,15.63,16,0.0000,0.0000,13.90,6155.3,4193.6,4308.1,4308.1,4386.5,6735.8,3797.2,299124,12170,9960,1,0
clutter,8,10,3,1.934,15.60,16,0.0000,0.0000,15.43,6673.4,5109.0,5115.2,5132.0,5208.0,7247.3,3793.4,303409,13486,8566,-1,0
clutter,8,11,3,1.939,15.56,16,0.0000,0.0000,17.53,8129.7,5168.9,4914.5,4914.5,5070.4,8328.7,4625.4,300319,11507,9831,1,0
clutter,8,12,3,1.943,15.53,16,0.0000,0.0000,18.14,8570.6,6527.8,6585.6,6415.0,6441.2,8770.9,5077.9,227411,15090,9929,1,0
clutter,8,13,3,1.948,15.49,16,0.0000,0.0000,19.54,8346.1,6142.8,6322.6,6474.2,6351.9,9609.4,4868.1,272187,14586,11074,-1,0
clutter,8,14,3,1.952,15.45,16,0.0000,0.0000,19.39,8811.1,6088.5,6377.0,6780.6,6540.7,9995.6,5070.8,223467,14283,10229,-1,0
clutter,8,15,3,1.957,15.42,16,0.0000,0.2407,20.88,9183.2,6841.1,6711.2,6884.0,6947.1,9532.1,9633.2,237049,33143,359949,-1,0
clutter,8,0,4,2.410,12.55,12,0.0000,0.0000,26.88,10305.0,7044.9,7247.8,7400.4,7178.4,9900.7,6126.2,220424,15755,16916,0,0
clutter,8,1,4,2.417,12.51,12,0.0000,0.0000,27.55,10804.8,7338.3,7603.9,7817.2,7452.0,10572.1,6147.8,288779,16518,16569,0,0
clutter,8,2,4,2.424,12.48,12,0.0000,0.0000,28.08,10276.2,7349.9,7128.2,7228.9,7303.9,10403.6,5866.2,260769,16842,17215,-1,0
clutter,8,3,4,2.431,12.44,12,0.0000,0.0000,27.04,9833.3,7100.1,6979.7,7131.7,7135.3,10556.1,6508.4,304770,15709,16983,-1,0
clutter,8,4,4,2.438,12.40,12,0.0000,0.0000,27.05,10432.1,7763.6,7960.9,8201.3,7835.2,10851.5,6458.6,301625,18284,17408,0,0
clutter,8,5,4,2.445,12.37,12,0.0000,0.0000,23.73,8064.6,5046.8,5223.7,5223.7,5495.3,8729.0,4940.4,307460,12918,15957,-1,0
clutter,8,6,4,2.452,12.33,12,0.0000,0.0000,25.22,8764.8,6368.0,6480.2,6480.2,6627.5,9456.1,5772.0,309401,19066,17634,-1,0
clutter,8,7,4,2.459,12.30,12,0.0000,0.0000,21.71,6734.6,4280.0,4419.3,4419.3,4532.8,6785.3,4526.3,307479,14598,15402,-1,0
clutter,8,8,4,2.467,12.26,12,0.0000,0.0000,22.35,7483.5,5450.4,5775.3,5601.6,5345.7,8754.2,5324.0,305183,16713,16021,1,0
clutter,8,9,4,2.474,12.23,12,0.0000,0.0000,22.95,8316.2,6355.0,6647.2,6647.2,6772.8,8930.3,5385.4,307389,15918,15053,-1,0
clutter,8,10,4,2.481,12.19,12,0.0000,0.0000,23.65,8404.7,6544.7,6182.7,6182.7,6337.5,9561.4,5726.8,311180,16709,14322,-1,0
clutter,8,11,4,2.489,12.15,12,0.0000,0.0000,24.89,10125.8,7428.6,7553.6,7553.6,7660.0,11095.2,5688.1,309362,16658,14667,-1,0
clutter,8,12,4,2.496,12.12,12,0.0000,0.0000,26.04,10110.7,7871.7,7871.7,7871.7,7999.0,11563.6,6088.7,293980,16299,15505,0,0
clutter,8,13,4,2.504,12.08,12,0.0000,0.0000,27.52,11244.6,8300.4,8300.4,8300.4,8534.6,12507.4,6672.1,238904,16590,15701,0,0
clutter,8,14,4,2.511,12.05,12,0.0000,0.0000,27.71,10794.3,8144.2,8144.2,8144.2,8303.3,12378.4,6483.7,246972,16372,16091,0,0
clutter,8,15,4,2.519,12.01,12,0.0000,0.1873,30.26,12370.3,9846.0,9846.0,9846.0,9966.7,13015.4,13605.1,296218,35463,338719,0,0
clutter,8,0,5,3.327,9.14,10,0.0000,0.0000,52.59,15720.3,10805.2,10924.8,10924.8,11229.4,13400.2,12724.6,277431,20567,46077,-1,0
clutter,8,1,5,3.340,9.11,10,0.0000,0.0000,45.91,15035.0,10693.6,10693.6,10693.6,10967.6,12673.5,12096.2,284365,21294,44372,0,0
clutter,8,2,5,3.354,9.07,10,0.0000,0.0000,46.68,14284.6,10762.4,10762.4,10762.4,10910.3,13020.2,11979.0,294834,21031,44357,0,0
clutter,8,3,5,3.367,9.03,10,0.0000,0.0000,44.31,13293.4,10265.2,10265.2,10265.2,10470.8,12932.9,11021.8,297553,21062,36475,0,0
clutter,8,4,5,3.381,9.00,8,0.0000,0.0000,40.96,13513.4,10327.0,10327.0,10327.0,10463.2,13307.7,8014.8,297321,21847,25492,0,0
clutter,8,5,5,3.395,8.96,8,0.0000,0.0000,38.65,11455.2,8549.9,8549.9,8549.9,8655.7,11799.2,8417.5,301968,21374,29717,0,0
clutter,8,6,5,3.409,8.93,10,0.0000,0.0000,34.74,10438.7,7185.8,7185.8,7185.8,7397.0,10373.4,6120.7,301695,20821,22576,0,0
clutter,8,7,5,3.423,8.89,8,0.0000,0.0000,34.11,10208.0,7062.0,7062.0,7062.0,7289.1,10772.2,7548.5,300653,23879,30034,0,0
clutter,8,8,5,3.437,8.86,10,0.0000,0.0000,34.65,9844.2,7013.4,7411.4,7411.4,7680.4,10860.9,7239.2,303996,21485,27131,1,0
clutter,8,9,5,3.451,8.82,8,0.0000,0.0000,37.01,11835.8,9342.9,9671.8,9671.8,9513.8,13468.1,8244.3,298811,24090,27793,0,0
clutter,8,10,5,3.466,8.78,8,0.0000,0.0000,44.11,14114.0,10324.2,10733.4,10733.4,10442.7,15214.3,9085.3,299542,22097,27777,0,0
clutter,8,11,5,3.480,8.75,8,0.0000,0.0000,44.41,14514.8,10943.9,11348.0,11348.0,10746.6,15875.2,8921.4,295146,23116,27692,-1,0
clutter,8,12,5,3.495,8.71,8,0.0000,0.0000,46.61,15742.6,11625.2,12201.4,12201.4,11220.4,16612.5,11248.6,291675,24390,37345,-1,0
clutter,8,13,5,3.510,8.68,8,0.0000,0.0000,50.14,15720.6,11538.4,12015.2,12015.2,11516.7,16575.9,12053.8,291472,24520,39978,-1,0
clutter,8,14,5,3.512,8.64,8,0.0000,0.0000,50.48,15629.9,11035.2,10934.9,11565.9,11160.4,16582.4,11726.5,283781,24288,37512,-1,0
clutter,8,15,5,3.408,8.68,8,0.0000,0.1443,39.62,14122.9,9700.9,10354.8,10354.8,9934.7,15169.3,14770.8,213712,29489,240122,0,0
clutter,8,0,6,4.196,7.18,8,0.0000,0.0000,27.31,10719.8,4196.4,4533.2,4533.2,5428.4,8644.4,7321.6,102363,8343,20738,-1,0
clutter,8,1,6,4.351,6.50,6,0.0002,0.0000,39.60,13508.4,8438.1,8430.7,8430.7,8816.2,11157.6,9204.6,137543,33525,30846,0,0
clutter,8,2,6,3.918,10.20,6,0.0129,0.0000,41.01,13416.5,13636.3,12814.0,12871.1,12886.4,12226.5,10808.2,126220,59625,41111,-15,0
clutter,8,3,6,5.446,5.65,6,0.0278,0.0000,79.76,18355.1,14389.3,14267.5,14949.9,14331.6,14292.9,14112.8,239711,41006,60582,-1,0
clutter,8,4,6,5.555,5.59,6,0.0000,0.0000,89.57,18274.0,13922.6,14115.2,14735.1,14268.0,14408.2,13106.4,264252,34092,60111,-1,0
clutter,8,5,6,5.593,5.56,6,0.0000,0.0000,90.98,18379.6,13657.6,14051.0,14380.2,14220.7,15573.5,13483.5,275035,34501,71945,-1,0
clutter,8,6,6,5.632,5.52,6,0.0000,0.0000,80.19,16248.4,12996.2,13016.2,13419.7,13170.2,15011.4,12037.9,259888,33705,71494,-1,0
clutter,8,7,6,5.671,5.48,6,0.0000,0.0000,74.34,12855.2,10799.9,10516.5,10425.2,10717.0,12763.4,9804.0,252408,30824,59169,-1,0
clutter,8,8,6,5.711,5.45,6,0.0000,0.0000,81.14,15336.0,12440.9,12263.3,12205.2,12598.1,16001.7,10811.8,257269,32139,51594,-1,0
clutter,8,9,6,5.752,5.41,6,0.0000,0.0000,89.61,18634.8,14471.4,14348.4,14659.6,14497.7,17820.9,12280.8,266278,35471,58794,-1,0
clutter,8,10,6,5.793,5.38,6,0.0000,0.0000,99.85,19303.6,14277.2,14773.4,15273.3,14750.3,18169.3,12934.3,274880,37976,63753,-1,0
clutter,8,11,6,5.759,5.34,6,0.0000,0.0000,89.17,18506.0,14111.5,14736.6,14736.6,14207.6,17265.6,12729.9,253983,33756,52305,0,0
clutter,8,12,6,5.388,5.50,6,0.0000,0.0000,59.64,16242.8,9865.8,9865.8,10759.4,10286.8,15287.0,11189.3,184971,23806,39594,0,0
clutter,8,13,6,4.818,6.27,6,0.0000,0.0000,43.84,14173.4,6511.8,6987.8,6987.8,7719.8,13636.4,7793.1,142160,12029,22399,-1,0
clutter,8,14,6,4.195,7.17,8,0.0000,0.0000,26.11,11020.0,4342.0,4709.3,4709.3,5502.4,11256.1,6102.0,88944,8716,14549,-1,0
clutter,8,15,6,3.666,8.21,8,0.0000,0.1406,20.92,9013.9,3983.3,4097.6,4097.6,4850.0,9702.2,9594.2,75505,11132,88924,-1,0
clutter,8,0,7,4.205,7.16,8,0.0000,0.0000,23.29,8470.6,2409.4,2237.5,2237.5,3322.7,7890.4,5966.3,83969,5552,18591,-1,0
clutter,8,1,7,4.900,6.14,6,0.0000,0.0000,28.51,10547.1,4124.8,3916.2,3916.2,4989.1,9331.2,7263.0,83842,9407,20003,-1,0
clutter,8,2,7,5.872,5.13,6,0.0000,0.0000,35.09,12841.4,5490.8,5168.0,5168.0,6068.6,10655.6,8473.5,83563,14099,23543,-1,0
clutter,8,3,7,7.261,4.12,4,0.0000,0.0000,32.13,11676.7,4761.1,4761.1,4761.1,5622.2,9746.6,7923.4,72843,11582,23068,0,0
clutter,8,4,7,7.541,3.85,4,0.0000,0.0000,18.81,9354.8,1434.0,1434.0,1434.0,2453.1,6928.1,3163.1,78580,24756,14452,0,0
clutter,8,5,7,6.989,3.83,4,0.0005,0.0000,20.36,9021.5,2415.5,2509.9,2509.9,3363.2,7117.9,3226.3,91809,48387,18313,1,0
clutter,8,6,7,6.996,3.79,4,0.0000,0.0000,19.24,8789.7,2593.7,3112.8,3112.8,3771.2,7153.2,3132.7,87658,51709,18708,1,0
clutter,8,7,7,7.505,3.76,4,0.0308,0.0000,17.70,9117.5,2345.9,2345.9,2345.9,2951.4,6596.2,2981.2,86321,37332,15571,0,0
clutter,8,8,7,7.667,3.73,4,0.0002,0.0000,24.07,10478.4,3681.5,3681.5,3681.5,4585.7,8004.2,3834.3,72605,16556,13581,0,0
clutter,8,9,7,7.472,3.70,4,0.0176,0.0000,27.32,10290.8,4901.8,4901.8,4901.8,5508.4,8641.4,4507.5,72541,17622,16690,0,0
clutter,8,10,7,8.100,3.67,4,0.0000,0.0000,19.81,9534.1,1998.9,1998.9,2723.7,2814.4,6776.5,2141.9,68444,9822,8625,0,0
clutter,8,11,7,6.353,4.34,4,0.0225,0.0000,38.29,13173.0,9150.1,9106.8,9106.8,9601.3,12041.0,8905.4,77545,26654,26613,-1,0
clutter,8,12,7,5.917,5.09,6,0.0000,0.0000,34.21,12988.9,5169.4,5169.4,5169.4,6093.4,11766.4,8082.9,85899,11391,21608,0,0
clutter,8,13,7,4.914,6.13,6,0.0000,0.0000,28.64,11209.0,3808.9,3788.1,3788.1,4881.3,10941.6,6448.4,82432,8775,15602,-1,0
clutter,8,14,7,4.202,7.16,8,0.0000,0.0000,25.05,9515.0,3358.2,3338.2,3338.2,4186.7,9523.2,6229.9,88998,8346,16606,-1,0
clutter,8,15,7,3.670,8.20,8,0.0000,0.1406,18.69,6968.6,2468.0,2480.8,2480.8,3093.4,7570.2,7453.7,76965,6158,82637,-1,0
clutter,8,0,8,4.199,7.17,8,0.0000,0.0000,25.60,8912.1,2722.4,2668.4,2668.4,3512.4,9139.2,5654.8,88691,6689,17940,-1,0
