scene,q,tx,ty,mean_z,disp_seed,disp_est,disocc,edge,activity,bits_intra,bits_stereo,bits_stereo_mv,bits_stereo_est,bits_stereo_rec_mv,bits_warp,bits_warp_mv,sad_intra,sad_stereo_mv,sad_warp_mv,mvx_q2,mvy_q2
room,8,0,0,1.149,26.17,26,0.0000,0.0000,9.63,5143.6,2718.9,2718.9,3399.5,2912.2,5286.4,3264.5,199572,6854,6524,1,0
room,8,1,0,1.151,26.14,26,0.0000,0.0000,8.72,5391.0,3127.0,3136.3,3136.3,3201.4,4898.2,3025.5,187724,8109,5447,-1,0
room,8,2,0,1.152,26.10,26,0.0000,0.0000,8.59,4970.5,2710.7,2710.7,2710.7,2646.0,5239.7,3152.1,185182,5388,5938,-1,0
room,8,3,0,1.154,26.06,26,0.0000,0.0000,9.66,5400.6,3819.3,3819.3,3819.3,3982.8,5762.3,3317.0,266264,10077,6333,0,0
room,8,4,0,1.156,26.03,26,0.0000,0.0000,9.16,5105.7,3293.9,3293.9,3293.9,3414.4,5292.2,2962.0,244186,9612,5746,0,0
room,8,5,0,1.157,25.99,26,0.0000,0.0000,7.54,4314.6,2766.0,2766.0,2766.0,2821.8,3954.4,2640.9,183377,5984,5723,0,0
room,8,6,0,1.159,25.96,26,0.0000,0.0000,6.00,3553.7,2130.6,1092.6,1092.6,1212.5,3328.5,1816.6,155380,2014,3438,-4,0
room,8,7,0,1.160,25.92,26,0.0000,0.0000,8.49,4178.3,2692.6,2692.6,2692.6,2737.9,4303.3,2769.3,207672,10434,6676,0,0
room,8,8,0,1.162,25.89,26,0.0000,0.0000,8.60,4421.3,3323.7,3323.7,3323.7,3421.8,4726.6,2919.5,179679,9773,7702,0,0
room,8,9,0,1.164,25.85,26,0.0000,0.0000,9.03,5044.5,3731.6,3917.2,3917.2,3936.1,4974.8,3252.9,182210,10100,13686,1,0
room,8,10,0,1.165,25.81,26,0.0000,0.0000,6.40,3546.5,2613.0,2333.4,2333.4,2132.6,3246.7,2094.0,87766,3250,4762,-4,0
room,8,11,0,1.167,25.78,26,0.0000,0.0000,4.16,2980.7,2063.6,1796.8,1796.8,1837.0,2905.6,2519.0,87577,5291,23347,5,-5
room,8,12,0,1.168,25.74,26,0.0000,0.0000,5.99,4450.0,3250.2,3335.0,3335.0,3178.4,4203.3,3111.1,157478,8253,39133,4,-5
room,8,13,0,1.170,25.71,26,0.0000,0.0000,7.23,5424.2,3968.2,4141.7,4141.7,3771.6,5176.7,3626.2,154080,9855,60083,4,-5
room,8,14,0,1.172,25.67,24,0.0000,0.0000,6.19,4342.2,2529.0,2619.1,2624.0,2580.8,3815.6,2577.0,154768,6044,70970,-2,1
room,8,15,0,1.173,25.64,26,0.0000,0.4001,6.34,3940.2,3450.2,3184.0,3204.7,3298.1,3323.2,3325.9,154576,40512,112502,-13,17
room,8,0,1,1.322,22.77,22,0.0000,0.0000,11.89,6400.3,4189.6,4445.5,4445.5,4493.6,6613.1,3601.0,215313,7948,6802,1,0
room,8,1,1,1.324,22.73,22,0.0000,0.0000,10.93,5379.9,3874.0,4047.2,4047.2,4108.4,5921.8,3012.3,216544,8846,6069,1,0
room,8,2,1,1.326,22.69,24,0.0000,0.0000,10.38,6058.4,4023.0,4217.6,4217.6,4336.7,5633.0,3122.8,217401,8683,5120,1,0
room,8,3,1,1.328,22.66,22,0.0000,0.0000,9.19,5254.7,3496.2,3651.7,3651.7,3725.6,5105.7,2730.2,207971,9046,5012,1,0
room,8,4,1,1.330,22.62,22,0.0000,0.0000,8.43,4567.6,2681.2,2170.7,2217.6,2351.3,4479.2,2366.7,176591,8522,4032,-1,0
room,8,5,1,1.332,22.59,22,0.0000,0.0000,7.68,4388.9,2663.1,2484.6,2344.6,2527.4,4470.4,2396.8,168269,6083,4466,-1,0
room,8,6,1,1.335,22.55,22,0.0000,0.0000,9.16,4623.6,3300.3,3289.6,3435.0,3370.3,5088.4,2713.1,195963,10694,5381,-1,0
room,8,7,1,1.337,22.52,22,0.0000,0.0000,8.58,4043.6,2520.7,2431.5,2745.5,2455.4,3949.0,2547.4,203980,11733,5735,-1,0
room,8,8,1,1.339,22.48,22,0.0000,0.0000,8.81,4338.8,3141.1,3007.9,3032.7,3362.5,4430.7,2791.0,178806,10615,5892,1,0
room,8,9,1,1.341,22.44,22,0.0000,0.0000,9.16,4958.6,3741.7,3912.4,4016.6,3956.4,5177.6,2689.5,156939,10685,5335,-1,0
room,8,10,1,1.343,22.41,22,0.0000,0.0000,9.33,5285.8,3886.7,3974.6,4027.1,4057.9,5678.5,2745.4,146734,10923,5313,-1,0
room,8,11,1,1.345,22.37,22,0.0000,0.0000,10.31,5785.8,4151.5,4350.4,4350.4,4249.1,5963.1,3208.4,160055,10486,5913,0,0
room,8,12,1,1.347,22.34,22,0.0000,0.0000,10.01,5832.1,4137.9,4418.5,4418.5,4486.6,6062.4,3194.0,190203,7411,5101,-1,0
room,8,13,1,1.350,22.30,22,0.0000,0.0000,10.57,6124.2,4553.5,4775.5,4775.5,4793.8,7033.8,3603.2,211407,8946,5755,-1,0
room,8,14,1,1.352,22.27,22,0.0000,0.0000,11.27,5940.2,4733.2,4912.5,4912.5,4929.9,6466.3,3990.7,221588,9675,7493,-1,0
room,8,15,1,1.354,22.23,24,0.0000,0.3477,11.99,6488.2,5480.1,5179.9,5031.2,5272.8,7255.5,7063.3,227756,41748,340494,1,0
room,8,0,2,1.556,19.36,20,0.0000,0.0000,13.14,6885.2,4746.0,5120.0,5120.0,4860.4,7059.9,3690.2,225124,10444,6802,0,0
room,8,1,2,1.559,19.32,18,0.0000,0.0000,12.91,6412.3,4643.0,4854.7,4854.7,4977.1,6650.2,3368.0,229682,10931,6195,-1,0
room,8,2,2,1.562,19.29,20,0.0000,0.0000,12.38,6628.7,4798.8,4973.6,4973.6,5012.7,6774.6,3371.6,244916,11137,5682,-1,0
room,8,3,2,1.564,19.25,20,0.0000,0.0000,10.94,5659.2,4200.3,4382.6,4382.6,4377.0,6069.4,3064.2,268933,10680,5365,-1,0
room,8,4,2,1.567,19.22,20,0.0000,0.0000,9.70,5175.9,3136.1,3297.2,3297.2,3382.2,5125.3,2599.9,288695,9649,5378,-1,0
room,8,5,2,1.570,19.18,20,0.0000,0.0000,9.19,4846.6,3045.2,3036.5,3036.5,3187.9,4779.8,2749.0,297411,9628,5383,-1,0
room,8,6,2,1.573,19.15,20,0.0000,0.0000,9.02,4720.1,2916.4,2863.9,2863.9,2965.5,4917.2,2643.0,293427,9846,5302,-1,0
room,8,7,2,1.576,19.11,20,0.0000,0.0000,8.58,4048.2,2009.1,2009.1,2009.1,2081.9,3700.5,2447.2,277867,10343,5749,0,0
room,8,8,2,1.579,19.07,18,0.0000,0.0000,8.83,4483.4,2646.4,2646.4,2646.4,2769.2,4416.6,2630.3,248161,9673,5492,0,0
room,8,9,2,1.576,19.04,18,0.0000,0.0000,9.62,5303.6,3850.8,3069.4,3069.4,3152.1,5472.2,2842.6,204372,13690,5902,-3,0
room,8,10,2,1.574,19.00,18,0.0000,0.0000,8.17,5065.8,3187.7,2840.5,2840.5,3037.4,5804.4,2351.2,188875,12037,5374,-3,0
room,8,11,2,1.579,18.97,18,0.0000,0.0000,11.75,6026.5,4333.4,4679.8,4679.8,4557.7,6868.0,3261.6,213861,13807,8074,-3,0
room,8,12,2,1.584,18.93,18,0.0000,0.0000,12.64,5766.8,3959.7,4185.8,4185.8,4347.4,6917.8,3541.2,230901,13545,9536,-4,0
room,8,13,2,1.592,18.90,18,0.0010,0.0000,14.80,6506.7,4437.6,4437.6,4437.6,4535.3,7711.7,3521.3,240767,12344,9345,-1,0
room,8,14,2,1.597,18.86,18,0.0000,0.0000,17.00,7341.1,5350.5,5449.0,5449.0,5559.7,8671.8,4895.4,248531,11942,11818,1,0
room,8,15,2,1.600,18.82,18,0.0000,0.2935,17.76,8410.4,6658.0,6948.3,6948.3,6729.5,8771.8,9498.4,223482,46911,331461,0,0
room,8,0,3,1.890,15.95,16,0.0000,0.0000,23.32,9234.6,7093.8,7093.8,7093.8,6925.1,9584.9,5507.8,259151,13295,13803,-1,0
room,8,1,3,1.895,15.92,16,0.0000,0.0000,20.43,8562.6,6043.2,6043.2,6043.2,6157.0,8660.3,4642.6,224009,11839,11216,0,0
room,8,2,3,1.899,15.88,16,0.0000,0.0000,17.97,8326.9,6069.8,5624.5,5624.5,5743.9,8195.6,4316.3,218598,11749,9777,-1,0
room,8,3,3,1.903,15.85,16,0.0000,0.0000,17.47,7193.6,5729.7,5932.7,5932.7,5899.5,7956.3,4625.8,276546,15105,9744,0,0
room,8,4,3,1.908,15.81,16,0.0000,0.0000,15.74,6877.4,5213.9,5445.3,5445.3,5478.9,7458.8,3807.2,303732,12617,9642,1,0
room,8,5,3,1.912,15.77,16,0.0000,0.0000,15.67,6741.2,4728.4,4728.4,4635.2,4671.0,7254.8,3751.2,290771,15393,9876,-1,0
room,8,6,3,1.916,15.74,16,0.0000,0.0000,13.34,5417.2,3963.2,4049.4,4049.4,4103.6,5390.6,3535.1,309985,10831,8659,1,0
room,8,7,3,1.921,15.70,16,0.0000,0.0000,12.65,4396.6,3080.8,2879.9,2879.9,2913.1,4944.9,3341.1,316496,10806,9526,1,0
room,8,8,3,1.925,15.67,16,0.0000,0.0000,16.03,6459.5,5095.0,5272.0,5272.0,5214.7,7218.6,4647.1,312177,17267,11169,0,0
room,8,9,3,1.754,17.62,18,0.0000,0.0000,14.98,5641.9,4481.5,4413.4,4413.4,4447.4,6255.2,2631.0,180941,48492,11389,-1,0
room,8,10,3,1.648,18.22,18,0.0000,0.0000,2.22,3508.5,514.1,514.1,514.1,548.2,2868.4,663.5,123761,1804,3864,0,0
room,8,11,3,1.661,18.08,18,0.0000,0.0000,2.31,3476.5,557.1,557.1,557.1,577.6,2852.6,547.3,124075,2224,2424,0,0
room,8,12,3,1.675,17.93,18,0.0000,0.0000,2.47,3455.1,565.9,565.9,565.9,597.1,2691.2,581.2,134805,2284,2712,0,0
room,8,13,3,1.832,16.82,18,0.0393,0.0000,14.07,6802.1,5584.0,6108.8,6108.8,6031.4,7292.4,3596.3,207702,24042,9905,4,0
room,8,14,3,1.952,15.45,16,0.0000,0.0000,19.39,8811.1,6088.5,6377.0,6780.6,6540.7,9995.6,5070.8,223467,14283,10229,-1,0
room,8,15,3,1.957,15.42,16,0.0000,0.2407,20.88,9183.2,6841.1,6711.2,6884.0,6947.1,9532.1,9633.2,237049,33143,359949,-1,0
room,8,0,4,2.410,12.55,12,0.0000,0.0000,26.88,10305.0,7044.9,7247.8,7400.4,7178.4,9900.7,6126.2,220424,15755,16916,0,0
room,8,1,4,2.369,12.81,12,0.0000,0.0000,24.60,10342.2,8043.8,8138.7,8138.7,8290.7,10699.0,5694.9,254598,23528,15242,1,0
room,8,2,4,2.125,14.13,14,0.0000,0.0000,10.65,5972.9,619.2,587.1,587.1,764.3,7124.9,973.4,67400,3080,4818,0,0
room,8,3,4,2.141,14.03,14,0.0000,0.0000,10.91,6463.2,636.8,636.8,636.8,765.1,7354.4,1706.2,81661,796,7201,0,0
room,8,4,4,2.157,13.92,14,0.0000,0.0000,11.01,6017.0,575.4,575.4,575.4,768.3,6970.6,1262.8,79655,1800,5682,0,0
room,8,5,4,2.293,13.55,14,0.0000,0.0000,17.35,7111.2,4091.4,4091.4,4682.8,4395.2,8040.2,3085.7,167846,17387,11623,0,0
room,8,6,4,2.452,12.33,12,0.0000,0.0000,25.22,8764.8,6368.0,6480.2,6480.2,6627.5,9456.1,5772.0,309401,19066,17634,-1,0
room,8,7,4,2.459,12.30,12,0.0000,0.0000,21.71,6734.6,4280.0,4419.3,4419.3,4532.8,6785.3,4526.3,307479,14598,15402,-1,0
room,8,8,4,2.456,12.38,12,0.0032,0.0000,25.61,8096.0,5502.4,5588.0,5588.0,5806.2,9574.6,5736.6,298221,18679,17720,1,0
room,8,9,4,1.811,17.53,18,0.0000,0.0000,22.48,4987.6,4362.6,4238.5,4238.5,4296.3,6265.4,2100.9,142870,91576,19708,1,-1
room,8,10,4,1.644,18.26,18,0.0000,0.0000,2.51,3605.4,499.5,499.5,499.5,519.9,2891.5,678.1,153129,1677,4480,0,0
room,8,11,4,1.658,18.11,18,0.0000,0.0000,2.60,3640.9,679.3,679.3,679.3,696.8,2895.4,528.7,155000,4062,2138,0,0
room,8,12,4,1.671,17.97,18,0.0000,0.0000,2.73,3535.6,514.1,514.1,514.1,562.8,2817.7,566.6,158738,1576,2554,0,0
room,8,13,4,2.125,13.53,18,0.0923,0.0000,18.66,8662.2,8564.7,9330.0,8959.1,9405.5,9142.0,5269.1,196222,60381,15715,17,-4
room,8,14,4,2.511,12.05,12,0.0000,0.0000,27.71,10794.3,8144.2,8144.2,8144.2,8303.3,12378.4,6483.7,246972,16372,16091,0,0
room,8,15,4,2.519,12.01,12,0.0000,0.1873,30.26,12370.3,9846.0,9846.0,9846.0,9966.7,13015.4,13605.1,296218,35463,338719,0,0
room,8,0,5,3.327,9.14,10,0.0000,0.0000,52.59,15720.3,10805.2,10924.8,10924.8,11229.4,13400.2,12724.6,277431,20567,46077,-1,0
room,8,1,5,3.133,9.45,10,0.0095,0.0000,39.97,14100.2,11774.7,11828.5,12008.6,11941.0,12679.0,9457.5,251372,47093,33920,0,0
room,8,2,5,2.121,14.16,14,0.0000,0.0000,8.93,5735.8,514.1,514.1,514.1,587.1,6675.3,598.8,72353,2794,4253,0,0
room,8,3,5,2.137,14.05,14,0.0000,0.0000,9.19,5711.2,458.6,458.6,458.6,555.0,6692.0,619.2,66798,1265,4359,0,0
room,8,4,5,2.153,13.94,14,0.0000,0.0000,9.03,5555.0,458.6,458.6,458.6,552.0,6398.9,797.3,57054,1239,5249,0,0
room,8,5,5,2.407,13.08,14,0.0000,0.0000,16.11,6936.8,7028.0,6736.8,6736.8,6882.2,8091.9,2877.0,60898,36994,12238,-2,0
room,8,6,5,3.387,9.04,10,0.0166,0.0000,34.64,10770.2,7395.4,7395.4,7395.4,7627.0,10748.7,6404.6,291358,22343,23746,0,0
room,8,7,5,3.423,8.89,8,0.0000,0.0000,34.11,10208.0,7062.0,7062.0,7062.0,7289.1,10772.2,7548.5,300653,23879,30034,0,0
room,8,8,5,3.368,8.97,10,0.0034,0.0000,36.91,10003.8,8047.7,8047.7,8047.7,7915.8,11174.6,7250.4,291026,36193,29994,-1,0
room,8,9,5,1.817,17.44,18,0.0000,0.0000,22.12,4662.6,4080.9,3997.8,3997.8,4007.4,5938.7,1698.9,125233,88636,18108,1,0
room,8,10,5,1.641,18.30,46,0.0000,0.0000,2.15,3356.1,496.6,496.6,1132.0,519.9,2731.1,651.8,118402,1687,3837,0,0
room,8,11,5,1.654,18.15,18,0.0000,0.0000,2.23,3412.4,613.7,613.7,613.7,664.4,2721.0,511.2,123872,3399,1882,0,0
room,8,12,5,1.668,18.00,18,0.0000,0.0000,2.34,3373.3,496.6,496.6,496.6,528.7,2745.9,555.0,127110,1007,2294,0,0
room,8,13,5,2.631,10.23,18,0.1462,0.0000,28.90,11230.0,10892.4,12011.6,11931.5,12111.7,11777.6,8382.3,206481,128623,31706,18,-3
room,8,14,5,3.512,8.64,8,0.0000,0.0000,50.48,15629.9,11035.2,10934.9,11565.9,11160.4,16582.4,11726.5,283781,24288,37512,-1,0
room,8,15,5,3.408,8.68,8,0.0000,0.1443,39.62,14122.9,9700.9,10354.8,10354.8,9934.7,15169.3,14770.8,213712,29489,240122,0,0
room,8,0,6,4.196,7.18,8,0.0000,0.0000,27.31,10719.8,4196.4,4533.2,4533.2,5428.4,8644.4,7321.6,102363,8343,20738,-1,0
room,8,1,6,4.242,6.49,6,0.0156,0.0000,39.12,12743.0,8711.2,8438.6,8438.6,8973.9,10682.1,8943.6,140042,39540,33023,0,0
room,8,2,6,2.117,14.19,14,0.0000,0.0000,8.97,5603.7,484.9,484.9,484.9,610.4,6489.2,598.8,63102,2414,4232,0,0
room,8,3,6,2.133,14.08,14,0.0000,0.0000,9.03,5446.0,473.2,473.2,473.2,630.9,6507.4,604.6,61809,1759,4285,0,0
room,8,4,6,2.149,13.97,14,0.0000,0.0000,9.31,5834.4,455.7,455.7,455.7,625.0,6758.2,686.4,65332,780,4818,0,0
room,8,5,6,2.398,13.14,12,0.0000,0.0000,15.09,6611.3,5687.0,5116.2,6205.4,5416.1,7813.4,2871.0,52357,34731,12368,1,0
room,8,6,6,5.151,5.65,6,0.0630,0.0000,47.58,13243.0,9951.0,9951.0,9951.0,10239.3,12399.6,8338.8,192844,37333,45770,0,0
room,8,7,6,5.350,5.48,6,0.0000,0.0000,44.39,10981.1,7214.2,7214.2,6502.5,7558.2,10316.9,6143.7,198606,21446,33074,0,0
room,8,8,6,5.226,5.52,6,0.0071,0.0000,46.78,12978.6,9251.9,8698.2,8736.4,9511.9,12856.4,7783.2,187883,34312,32473,0,0
room,8,9,6,1.823,17.36,18,0.0000,0.0000,22.38,4498.2,4200.6,3795.5,3996.9,3775.0,5641.1,1961.2,139561,87988,20823,4,-1
room,8,10,6,1.638,18.34,46,0.0000,0.0000,2.42,3382.9,574.8,574.8,1157.5,589.4,2833.6,682.2,149772,2908,4634,0,0
room,8,11,6,1.651,18.19,18,0.0000,0.0000,2.66,3582.3,590.3,590.3,590.3,619.5,2797.7,531.6,159708,2973,2302,0,0
room,8,12,6,1.664,18.04,18,0.0000,0.0000,2.65,3655.2,528.7,528.7,528.7,545.3,2881.2,583.2,156474,1751,2937,0,0
room,8,13,6,3.163,17.88,18,0.1853,0.0000,21.15,8626.2,8370.4,7719.4,7719.4,7843.6,8247.2,6766.2,135868,62063,26569,-1,-10
room,8,14,6,4.195,7.17,8,0.0000,0.0000,26.11,11020.0,4342.0,4709.3,4709.3,5502.4,11256.1,6102.0,88944,8716,14549,-1,0
room,8,15,6,3.666,8.21,8,0.0000,0.1406,20.92,9013.9,3983.3,4097.6,4097.6,4850.0,9702.2,9594.2,75505,11132,88924,-1,0
room,8,0,7,4.205,7.16,8,0.0000,0.0000,23.29,8470.6,2409.4,2237.5,2237.5,3322.7,7890.4,5966.3,83969,5552,18591,-1,0
room,8,1,7,4.645,6.23,6,0.0073,0.0000,27.01,10013.3,4735.7,4761.1,4761.1,5773.4,9174.9,7183.2,80652,15250,21383,-1,0
room,8,2,7,3.773,13.23,6,0.0000,0.0000,17.24,7969.6,8171.8,6278.7,5658.2,6638.0,7701.0,5837.1,70030,42361,25107,4,0
room,8,3,7,3.510,13.20,14,0.0002,0.0000,15.77,7118.6,6760.4,5342.1,5342.1,5889.2,7282.2,5466.6,67290,40780,23985,3,0
room,8,4,7,3.486,12.99,14,0.0012,0.0000,15.44,7293.6,7537.4,5457.2,5457.2,5834.0,7342.8,5903.6,71892,39858,25032,3,0
room,8,5,7,3.654,10.94,14,0.0000,0.0000,18.93,7907.8,8270.5,8095.4,8095.4,8235.4,8186.5,6221.8,65805,53958,26281,6,0
room,8,6,7,5.760,5.05,6,0.0513,0.0000,15.84,7989.2,2181.5,2181.5,2181.5,2643.5,6789.1,1769.0,67301,10470,8610,0,0
room,8,7,7,5.835,5.01,6,0.0000,0.0000,17.48,8457.4,1499.1,1499.1,1499.1,1917.6,6782.1,1878.1,73979,3754,9337,0,0
room,8,8,7,5.772,4.97,4,0.0107,0.0000,17.79,8497.2,2209.7,2209.7,2209.7,2674.9,6794.0,2320.3,73794,8183,13989,0,0
room,8,9,7,1.828,17.27,18,0.0000,0.0000,21.92,4676.2,4293.5,3737.0,3737.0,3725.9,5668.3,2012.4,120604,82131,19675,4,0
room,8,10,7,1.634,18.37,18,0.0000,0.0000,2.19,3371.1,597.2,597.2,597.2,603.1,2816.5,601.2,121652,3332,3673,0,0
room,8,11,7,1.648,18.23,18,0.0000,0.0000,2.35,3413.6,496.6,496.6,496.6,539.4,2678.4,484.9,133973,1680,1792,0,0
room,8,12,7,1.661,18.08,18,0.0000,0.0000,2.33,3507.3,580.5,580.5,580.5,595.1,2768.6,528.7,127644,2411,2368,0,0
room,8,13,7,3.116,17.93,18,0.1875,0.0000,15.63,7333.2,6929.5,6464.5,6464.5,6560.4,7011.6,5052.5,116146,37253,25094,0,-3
room,8,14,7,4.202,7.16,8,0.0000,0.0000,25.05,9515.0,3358.2,3338.2,3338.2,4186.7,9523.2,6229.9,88998,8346,16606,-1,0
room,8,15,7,3.670,8.20,8,0.0000,0.1406,18.69,6968.6,2468.0,2480.8,2480.8,3093.4,7570.2,7453.7,76965,6158,82637,-1,0
room,8,0,8,4.199,7.17,8,0.0000,0.0000,25.60,8912.1,2722.4,2668.4,2668.4,3512.4,9139.2,5654.8,88691,6689,17940,-1,0
room,8,1,8,4.892,6.15,6,0.0000,0.0000,31.41,11376.2,3298.1,3179.4,3179.4,4181.8,10926.1,7571.5,94501,8351,23406,-1,0
room,8,2,8,5.665,5.22,6,0.0000,0.0000,23.52,10599.0,2830.8,2830.8,2830.8,3503.8,9201.8,4426.6,81090,9257,14225,0,0
room,8,3,8,5.798,5.18,6,0.0000,0.0000,13.52,7550.6,546.2,546.2,546.2,1089.3,6331.0,1194.4,68296,3824,6660,0,0
room,8,4,8,5.842,5.14,6,0.0000,0.0000,14.01,7826.5,619.2,619.2,619.2,1395.0,6342.8,1036.8,66027,4328,6449,-1,0
room,8,5,8,5.887,5.10,6,0.0000,0.0000,14.18,7803.3,578.3,578.3,578.3,1223.6,6317.8,1042.6,66468,3653,6115,0,0
room,8,6,8,5.466,5.07,6,0.0000,0.0000,18.67,8989.2,3383.1,3383.1,3383.1,3983.0,7830.6,2956.6,77662,17519,12686,0,0
room,8,7,8,3.985,7.53,8,0.0000,0.0000,33.47,9471.8,2388.7,2388.7,3551.6,3195.1,9898.3,5950.8,98923,8007,22790,0,0
room,8,8,8,4.710,7.48,6,0.0491,0.0000,28.49,10214.0,5465.0,5465.0,6529.3,5897.5,9806.1,5133.6,89575,32050,19093,0,0
room,8,9,8,1.834,17.19,18,0.0000,0.0000,23.65,4754.9,4468.6,3965.4,3965.4,4043.6,5697.7,2008.4,133054,88048,22748,4,0
room,8,10,8,1.631,18.41,18,0.0000,0.0000,2.37,3475.8,630.3,630.3,630.3,683.9,2865.4,680.2,144653,3350,4385,0,0
room,8,11,8,1.644,18.26,18,0.0000,0.0000,2.55,3482.5,493.6,493.6,493.6,536.5,2790.8,514.1,152315,1556,2060,0,0
room,8,12,8,1.658,18.12,18,0.0000,0.0000,2.47,3476.4,658.7,658.7,658.7,714.4,2721.5,555.0,141199,4030,2599,0,0
room,8,13,8,3.055,17.97,18,0.1875,0.0000,14.16,7125.7,6485.0,6238.9,6238.9,6279.6,6378.5,5718.2,117391,34829,25266,0,1
room,8,14,8,4.208,7.15,8,0.0000,0.0000,25.33,9131.8,3368.0,3237.2,3237.2,4066.2,8313.4,5272.7,87611,7447,15703,-1,0
room,8,15,8,3.675,8.19,8,0.0000,0.1406,20.98,7507.2,2497.0,2656.7,2656.7,3374.0,7737.4,7673.8,92464,6480,90454,-1,0
room,8,0,9,4.193,7.18,8,0.0000,0.0000,28.30,11297.8,3857.4,3805.4,3805.4,4699.1,11289.8,6693.8,91956,7643,16749,-1,0
room,8,1,9,4.884,6.16,6,0.0000,0.0000,30.45,12507.1,4857.9,4635.0,4635.0,5791.2,12108.5,6998.0,83462,10279,17730,-1,0
room,8,2,9,5.654,5.23,6,0.0000,0.0000,24.47,10790.0,3214.6,3214.6,3214.6,3798.8,9454.6,4430.3,75928,11304,13832,0,0
room,8,3,9,5.787,5.19,6,0.0000,0.0000,13.60,7497.6,502.4,502.4,502.4,1010.5,6332.4,1311.2,66219,3704,7012,0,0
room,8,4,9,5.831,5.15,6,0.0000,0.0000,13.87,7656.4,598.8,598.8,598.8,1258.7,6342.0,1267.4,67198,4089,6793,-1,0
room,8,5,9,5.876,5.11,6,0.0000,0.0000,13.99,7901.9,613.4,613.4,613.4,1168.2,6369.0,1048.4,63850,3950,6192,0,0
room,8,6,9,5.558,5.08,6,0.0000,0.0000,18.57,8795.1,2903.4,2903.4,2903.4,3468.8,7590.9,2588.1,74754,15080,11465,0,0
room,8,7,9,4.450,7.54,8,0.0015,0.0000,28.87,9105.8,4082.8,4082.8,4846.3,4495.9,9010.8,5643.4,97098,20440,21978,0,0
room,8,8,9,5.106,5.01,6,0.0295,0.0000,22.88,9244.6,6158.4,6158.4,6158.4,6359.8,8120.1,4145.6,78197,24765,14820,0,0
room,8,9,9,4.789,4.96,4,0.0032,0.0000,16.77,7816.0,4019.0,4019.0,4019.0,4530.2,6826.2,7294.1,90526,62798,40953,-1,0
room,8,10,9,4.244,4.93,46,0.0046,0.0000,10.43,6567.4,3378.4,3378.4,6495.6,3933.8,5172.2,2285.8,93555,112371,30167,0,0
room,8,11,9,4.366,4.89,18,0.0032,0.0000,11.05,6756.5,3443.2,3506.9,6711.9,3916.8,5307.9,2371.2,97960,118900,28678,-1,0
room,8,12,9,4.302,5.38,18,0.0059,0.0000,20.33,9249.8,6374.8,5450.2,9958.2,6460.6,6965.8,7395.0,113475,116006,31234,-3,0
room,8,13,9,4.236,6.31,6,0.0676,0.0000,25.02,10662.2,6129.4,6342.5,6342.5,6738.5,7875.6,5628.1,96139,75719,24001,0,0
room,8,14,9,4.214,7.14,8,0.0000,0.0000,26.12,10623.8,3774.0,3517.2,3517.2,4457.0,7890.5,5704.0,82332,7216,14715,-1,0
room,8,15,9,3.679,8.18,8,0.0000,0.1406,22.20,9227.2,3405.4,3330.0,3330.0,4247.3,9409.7,9405.9,86627,9586,93389,-1,0
room,8,0,10,4.181,7.19,8,0.0000,0.0000,27.41,11901.6,4656.3,4942.3,4942.3,5361.6,11974.0,6143.6,96182,10336,15955,0,0
room,8,1,10,4.698,6.42,6,0.0000,0.0000,17.19,8473.8,3943.2,3303.0,3475.0,3845.5,8106.6,4117.4,66063,8673,10148,-1,0
room,8,2,10,4.999,6.01,6,0.0000,0.0000,5.94,3603.4,2274.5,1219.5,1219.5,1387.0,2858.2,1342.6,31291,3045,3255,-3,0
room,8,3,10,5.014,6.03,6,0.0000,0.0000,2.93,2145.6,1561.6,458.6,458.6,543.3,1648.9,668.8,15949,741,1598,-3,0
room,8,4,10,5.003,6.06,6,0.0000,0.0000,2.62,2022.3,1506.8,473.2,473.2,534.5,1435.2,636.7,15234,775,1438,-4,0
room,8,5,10,4.991,6.09,6,0.0000,0.0000,2.29,1680.6,1362.7,484.9,484.9,563.7,1244.2,607.5,12350,580,1150,-4,0
room,8,6,10,4.977,6.11,6,0.0000,0.0000,1.98,1586.8,1281.8,458.6,458.6,552.0,1129.5,601.7,11719,382,1017,-4,0
room,8,7,10,4.961,6.14,4,0.0000,0.0000,1.53,1392.3,1158.9,455.7,455.7,476.1,1008.5,557.9,6792,140,734,-5,0
room,8,8,10,4.944,6.17,6,0.0000,0.0000,1.27,1408.3,1085.7,455.7,455.7,490.7,867.9,514.1,9653,138,653,-5,0
room,8,9,10,4.924,6.19,6,0.0000,0.0000,0.94,1142.0,977.2,455.7,455.7,484.9,769.4,484.9,4291,117,363,-5,0
room,8,10,10,4.903,6.22,6,0.0000,0.0000,0.30,597.8,464.4,455.7,455.7,461.5,455.7,455.7,2163,43,157,-1,0
room,8,11,10,4.881,6.25,6,0.0000,0.0000,0.14,534.5,455.7,455.7,455.7,455.7,455.7,455.7,1715,40,76,0,0
room,8,12,10,4.846,6.27,6,0.0000,0.0000,2.87,2132.3,1652.6,1010.4,1008.2,1053.3,1308.6,1108.4,26424,1403,1428,-3,0
room,8,13,10,4.619,6.48,6,0.0000,0.0000,12.58,6464.6,3049.2,2284.2,2153.9,2686.3,3820.5,2503.2,56094,5629,5846,-1,0
