round,position,mode,elapsed_ms
121,1,cached,0.76349
121,2,baseline,0.466094
122,0,uncached,0.783489
122,1,baseline,0.471667
122,2,cached,0.732709
123,0,uncached,0.763282
123,1,baseline,0.452864
123,2,cached,0.749322
124,0,cached,0.746198
124,1,uncached,0.76151
124,2,baseline,0.458594
125,0,baseline,0.449375
125,1,cached,0.747552
125,2,uncached,0.782553
126,0,uncached,0.815625
126,1,baseline,0.457604
126,2,cached,0.745416
127,0,cached,0.743906
127,1,uncached,0.7625
127,2,baseline,0.439531
128,0,baseline,0.438073
128,1,cached,0.749062
128,2,uncached,0.773906
129,0,cached,0.75052
129,1,baseline,0.450469
129,2,uncached,0.762969
130,0,cached,0.744323
130,1,baseline,0.448177
130,2,uncached,0.799114
131,0,uncached,0.767396
131,1,cached,0.742917
131,2,baseline,0.450625
132,0,baseline,0.450729
132,1,uncached,0.763281
132,2,cached,0.7425
133,0,baseline,0.450052
133,1,cached,0.747291
133,2,uncached,0.762552
134,0,uncached,0.836354
134,1,cached,0.74875
134,2,baseline,0.453594
135,0,uncached,0.81198
135,1,cached,0.7625
135,2,baseline,0.461667
136,0,baseline,0.45125
136,1,uncached,0.764688
136,2,cached,0.763906
137,0,baseline,0.439063
137,1,cached,0.738281
137,2,uncached,0.762083
138,0,baseline,0.451198
138,1,cached,0.744323
138,2,uncached,0.762604
139,0,uncached,0.761667
139,1,baseline,0.450521
139,2,cached,0.799271
140,0,uncached,0.782396
140,1,baseline,0.452031
140,2,cached,0.752708
141,0,baseline,0.459114
141,1,cached,0.751562
141,2,uncached,0.762084
142,0,baseline,0.450312
142,1,cached,0.743177
142,2,uncached,0.761823
143,0,baseline,0.43974
143,1,cached,0.73651
143,2,uncached,0.762031
144,0,baseline,0.4675
144,1,uncached,0.784948
144,2,cached,0.743542
145,0,baseline,0.469062
145,1,cached,0.750104
145,2,uncached,0.760834
146,0,baseline,0.453541
146,1,uncached,0.768281
146,2,cached,0.743385
147,0,cached,0.742917
147,1,baseline,0.439323
147,2,uncached,0.761823
148,0,cached,0.762813
148,1,uncached,0.801511
148,2,baseline,0.473177
149,0,baseline,0.468855
149,1,uncached,0.751771
149,2,cached,0.748542
150,0,baseline,0.438177
150,1,cached,0.73802
150,2,uncached,0.781666
151,0,uncached,0.762031
151,1,baseline,0.448906
151,2,cached,0.747447
152,0,cached,0.744011
152,1,uncached,0.750261
152,2,baseline,0.470365
153,0,cached,0.790886
153,1,uncached,0.78198
153,2,baseline,0.439375
154,0,baseline,0.44974
154,1,uncached,0.764896
154,2,cached,0.748698
155,0,cached,0.767552
155,1,baseline,0.451771
155,2,uncached,0.766197
156,0,baseline,0.471198
156,1,uncached,0.831407
156,2,cached,0.769271
157,0,uncached,0.782344
157,1,baseline,0.491197
157,2,cached,0.766615
158,0,uncached,0.782292
158,1,baseline,0.440313
158,2,cached,0.745469
159,0,uncached,0.78875
159,1,cached,0.73125
159,2,baseline,0.451146
160,0,cached,0.752032
160,1,baseline,0.45125
160,2,uncached,0.756771
161,0,uncached,0.762604
161,1,cached,0.743542
161,2,baseline,0.481615
162,0,uncached,0.768334
162,1,cached,0.773386
162,2,baseline,0.439479
163,0,cached,0.744166
163,1,uncached,0.753125
163,2,baseline,0.453438
164,0,baseline,0.470208
164,1,uncached,0.751719
164,2,cached,0.765313
165,0,baseline,0.439375
165,1,cached,0.743542
165,2,uncached,0.760261
166,0,cached,0.742708
166,1,uncached,0.792552
166,2,baseline,0.450573
167,0,uncached,0.766042
167,1,baseline,0.450625
167,2,cached,0.748698
168,0,baseline,0.450052
168,1,cached,0.752761
168,2,uncached,0.76224
169,0,uncached,0.761771
169,1,baseline,0.450938
169,2,cached,0.742656
170,0,uncached,0.762136
170,1,baseline,0.471354
170,2,cached,0.816406
171,0,cached,0.766823
171,1,baseline,0.44875
171,2,uncached,0.750208
172,0,cached,0.742969
172,1,uncached,0.76099
172,2,baseline,0.438854
173,0,cached,0.747447
173,1,uncached,0.761614
173,2,baseline,0.440417
174,0,baseline,0.4525
174,1,cached,0.743802
174,2,uncached,0.76125
175,0,uncached,0.764844
175,1,baseline,0.47276
175,2,cached,0.738177
