variant,run,case,frame_id,mode,reference_id,encode_ms,wire_bytes,detail_bytes,decoded_raw_bytes,decoded_raw_fnv1a64,wire_fnv1a64
baseline,BAAB2,scene_a_zero_ack_fallback,216,independent,0,4.0679,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,217,independent,0,4.5001,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,218,independent,0,3.9679,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,219,independent,0,3.9885,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,220,independent,0,3.8974,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,221,independent,0,3.9646,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,222,independent,0,4.0954,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,223,independent,0,3.9151,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,224,independent,0,3.9827,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,225,independent,0,4.2353,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,226,independent,0,4.1840,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,227,independent,0,4.3982,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,228,independent,0,4.0025,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,229,independent,0,4.0343,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
