seconds,budget_mbps,equivalent_capacity_mbps,lost_frames,queue_ms
72.400,794.317389,1000,283,8.8258
72.500,794.317389,1000,283,8.8258
72.600,794.317389,1000,283,8.8258
72.700,794.317389,1000,283,8.8258
72.800,794.317389,1000,283,8.8258
72.900,910.155389,1000,283,10.1129
73.000,910.155389,1000,283,10.1129
73.100,910.155389,1000,283,10.1129
73.200,910.155389,1000,283,10.1129
73.300,910.155389,1000,283,10.1129
73.400,910.155389,1000,283,10.1129
73.500,910.155389,1000,283,10.1129
73.600,910.155389,1000,283,10.1129
73.700,910.155389,1000,283,10.1129
73.800,910.155389,1000,283,10.1129
73.900,910.155389,1000,283,10.1129
74.000,1000.000000,1000,283,11.1113
74.100,1000.000000,1000,283,11.1116
74.200,1000.000000,1000,283,11.1118
74.300,1000.000000,1000,283,11.1120
74.400,1000.000000,1000,283,11.1122
74.500,1000.000000,1000,283,11.1125
74.600,1000.000000,1000,283,11.1127
74.700,1000.000000,1000,283,11.1129
74.800,1000.000000,1000,283,11.1131
74.900,1000.000000,1000,283,11.1134
75.000,1000.000000,1000,283,11.1136
75.100,1000.000000,1000,283,11.1138
75.200,1000.000000,1000,283,11.1140
75.300,1000.000000,1000,283,11.1142
75.400,1000.000000,1000,283,11.1145
75.500,1000.000000,1000,283,11.1147
75.600,1000.000000,1000,283,11.1149
75.700,1000.000000,1000,283,11.1151
75.800,1000.000000,1000,283,11.1154
75.900,1000.000000,1000,283,11.1156
76.000,1000.000000,1000,283,11.1158
76.100,1000.000000,1000,283,11.1160
76.200,1000.000000,1000,283,11.1163
76.300,1000.000000,1000,283,11.1165
76.400,1000.000000,1000,283,11.1167
76.500,1000.000000,1000,283,11.1169
76.600,1000.000000,1000,283,11.1172
76.700,1000.000000,1000,283,11.1174
76.800,1000.000000,1000,283,11.1176
76.900,1000.000000,1000,283,11.1178
77.000,1000.000000,1000,283,11.1181
77.100,1000.000000,1000,283,11.1183
77.200,1000.000000,1000,283,11.1185
77.300,1000.000000,1000,283,11.1187
77.400,1000.000000,1000,283,11.1190
77.500,1000.000000,1000,283,11.1192
77.600,1000.000000,1000,283,11.1194
77.700,1000.000000,1000,283,11.1196
77.800,1000.000000,1000,283,11.1198
77.900,1000.000000,1000,283,11.1201
78.000,1000.000000,1000,283,11.1203
78.100,1000.000000,1000,283,11.1205
78.200,1000.000000,1000,283,11.1207
78.300,1000.000000,1000,283,11.1210
78.400,1000.000000,1000,283,11.1212
78.500,1000.000000,1000,283,11.1214
78.600,1000.000000,1000,283,11.1216
78.700,1000.000000,1000,283,11.1219
78.800,1000.000000,1000,283,11.1221
78.900,1000.000000,1000,283,11.1223
79.000,1000.000000,1000,283,11.1225
79.100,1000.000000,1000,283,11.1228
79.200,1000.000000,1000,283,11.1230
79.300,1000.000000,1000,283,11.1232
79.400,1000.000000,1000,283,11.1234
79.500,1000.000000,1000,283,11.1237
79.600,1000.000000,1000,283,11.1239
79.700,1000.000000,1000,283,11.1241
79.800,1000.000000,1000,283,11.1243
79.900,1000.000000,1000,283,11.1246
80.000,1000.000000,1000,283,11.1248
80.100,1000.000000,1000,283,11.1250
80.200,1000.000000,1000,283,11.1252
80.300,1000.000000,1000,283,11.1254
80.400,1000.000000,1000,283,11.1257
80.500,1000.000000,1000,283,11.1259
80.600,1000.000000,1000,283,11.1261
80.700,1000.000000,1000,283,11.1263
80.800,1000.000000,1000,283,11.1266
80.900,1000.000000,1000,283,11.1268
81.000,1000.000000,1000,283,11.1270
81.100,1000.000000,1000,283,11.1272
81.200,1000.000000,1000,283,11.1275
81.300,1000.000000,1000,283,11.1277
81.400,1000.000000,1000,283,11.1279
81.500,1000.000000,1000,283,11.1281
81.600,1000.000000,1000,283,11.1284
81.700,1000.000000,1000,283,11.1286
81.800,1000.000000,1000,283,11.1288
81.900,1000.000000,1000,283,11.1290
82.000,1000.000000,1000,283,11.1293
82.100,1000.000000,1000,283,11.1295
82.200,1000.000000,1000,283,11.1297
82.300,1000.000000,1000,283,11.1299
82.400,1000.000000,1000,283,11.1302
82.500,1000.000000,1000,283,11.1304
82.600,1000.000000,1000,283,11.1306
82.700,1000.000000,1000,283,11.1308
82.800,1000.000000,1000,283,11.1310
82.900,1000.000000,1000,283,11.1313
83.000,1000.000000,1000,283,11.1315
83.100,1000.000000,1000,283,11.1317
83.200,1000.000000,1000,283,11.1319
83.300,1000.000000,1000,283,11.1322
83.400,1000.000000,1000,283,11.1324
83.500,1000.000000,1000,283,11.1326
83.600,1000.000000,1000,283,11.1328
