case,regions,run,variant,phase,frame,mode,body_version,wire_bytes,detail_bytes,encode_ms,raw_fnv64,oracle_match
scene-cut,global,1,candidate,measure-20,measure,row-v3,3,113209,110534,10.35334,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-21,measure,row-v3,3,113209,110534,10.23442,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-22,measure,row-v3,3,113209,110534,10.10645,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-23,measure,row-v3,3,113209,110534,10.26843,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-24,measure,row-v3,3,113209,110534,10.17172,034c0f430ec2a48c,1
scene-cut,global,2,candidate,control,anchor,row-v3,3,91303,88628,9.09760,743740e50850356b,1
scene-cut,global,2,candidate,control,no-ack,row-v3,3,113209,110534,9.08258,034c0f430ec2a48c,1
scene-cut,global,2,candidate,control,ack-pair,row-v3,3,113209,110534,10.96386,034c0f430ec2a48c,1
scene-cut,global,2,candidate,control,forgot-ref,row-v3,3,113209,110534,8.84410,034c0f430ec2a48c,1
scene-cut,global,2,candidate,control,anchor-id8,row-v3,3,113209,110534,8.78436,034c0f430ec2a48c,1
scene-cut,global,2,candidate,control,post-reset,row-v3,3,113209,110534,8.71148,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-01,measure,row-v3,3,113209,110534,10.71306,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-02,measure,row-v3,3,113209,110534,10.46790,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-03,measure,row-v3,3,113209,110534,10.17630,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-04,measure,row-v3,3,113209,110534,10.09050,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-05,measure,row-v3,3,113209,110534,10.79919,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-06,measure,row-v3,3,113209,110534,10.18374,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-07,measure,row-v3,3,113209,110534,11.10590,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-08,measure,row-v3,3,113209,110534,10.41961,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-09,measure,row-v3,3,113209,110534,10.72874,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-10,measure,row-v3,3,113209,110534,10.35072,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-11,measure,row-v3,3,113209,110534,10.35951,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-12,measure,row-v3,3,113209,110534,10.42857,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-13,measure,row-v3,3,113209,110534,10.36092,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-14,measure,row-v3,3,113209,110534,10.15489,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-15,measure,row-v3,3,113209,110534,10.41535,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-16,measure,row-v3,3,113209,110534,10.71442,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-17,measure,row-v3,3,113209,110534,10.14634,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-18,measure,row-v3,3,113209,110534,10.26094,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-19,measure,row-v3,3,113209,110534,10.18011,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-20,measure,row-v3,3,113209,110534,10.33134,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-21,measure,row-v3,3,113209,110534,10.15811,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-22,measure,row-v3,3,113209,110534,11.20231,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-23,measure,row-v3,3,113209,110534,11.23023,034c0f430ec2a48c,1
scene-cut,global,2,candidate,measure-24,measure,row-v3,3,113209,110534,11.29670,034c0f430ec2a48c,1
scene-cut,global,3,baseline,control,anchor,independent,2,101724,99049,7.89438,743740e50850356b,1
scene-cut,global,3,baseline,control,no-ack,independent,2,138065,135390,7.93753,034c0f430ec2a48c,1
scene-cut,global,3,baseline,control,ack-pair,independent,2,138065,135390,9.62263,034c0f430ec2a48c,1
scene-cut,global,3,baseline,control,forgot-ref,independent,2,138065,135390,7.25497,034c0f430ec2a48c,1
scene-cut,global,3,baseline,control,anchor-id8,independent,2,138065,135390,7.19141,034c0f430ec2a48c,1
scene-cut,global,3,baseline,control,post-reset,independent,2,138065,135390,7.03359,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-01,measure,independent,2,138065,135390,9.31003,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-02,measure,independent,2,138065,135390,9.23036,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-03,measure,independent,2,138065,135390,9.14904,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-04,measure,independent,2,138065,135390,9.88742,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-05,measure,independent,2,138065,135390,9.02017,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-06,measure,independent,2,138065,135390,8.82857,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-07,measure,independent,2,138065,135390,9.20759,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-08,measure,independent,2,138065,135390,8.81317,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-09,measure,independent,2,138065,135390,9.18656,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-10,measure,independent,2,138065,135390,8.96576,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-11,measure,independent,2,138065,135390,9.19873,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-12,measure,independent,2,138065,135390,8.87116,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-13,measure,independent,2,138065,135390,8.86300,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-14,measure,independent,2,138065,135390,9.34935,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-15,measure,independent,2,138065,135390,9.13399,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-16,measure,independent,2,138065,135390,9.17706,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-17,measure,independent,2,138065,135390,9.43379,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-18,measure,independent,2,138065,135390,9.31360,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-19,measure,independent,2,138065,135390,9.01722,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-20,measure,independent,2,138065,135390,9.44534,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-21,measure,independent,2,138065,135390,9.22247,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-22,measure,independent,2,138065,135390,9.23297,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-23,measure,independent,2,138065,135390,9.01900,034c0f430ec2a48c,1
scene-cut,global,3,baseline,measure-24,measure,independent,2,138065,135390,8.90531,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,control,anchor,independent,2,101724,99049,7.29606,743740e50850356b,1
scene-cut,regional,0,baseline,control,no-ack,independent,2,138065,135390,6.89611,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,control,ack-pair,independent,2,138065,135390,10.45737,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,control,forgot-ref,independent,2,138065,135390,6.78117,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,control,anchor-id8,independent,2,138065,135390,6.39935,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,control,post-reset,independent,2,138065,135390,6.38943,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-01,measure,independent,2,138065,135390,9.94469,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-02,measure,independent,2,138065,135390,10.61596,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-03,measure,independent,2,138065,135390,10.42722,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-04,measure,independent,2,138065,135390,10.25115,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-05,measure,independent,2,138065,135390,10.69498,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-06,measure,independent,2,138065,135390,11.12810,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-07,measure,independent,2,138065,135390,11.46138,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-08,measure,independent,2,138065,135390,10.38478,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-09,measure,independent,2,138065,135390,10.73408,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-10,measure,independent,2,138065,135390,10.43454,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-11,measure,independent,2,138065,135390,10.73971,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-12,measure,independent,2,138065,135390,10.89573,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-13,measure,independent,2,138065,135390,10.61691,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-14,measure,independent,2,138065,135390,11.00108,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-15,measure,independent,2,138065,135390,10.47815,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-16,measure,independent,2,138065,135390,10.63394,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-17,measure,independent,2,138065,135390,10.72354,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-18,measure,independent,2,138065,135390,10.52183,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-19,measure,independent,2,138065,135390,11.48947,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-20,measure,independent,2,138065,135390,10.39368,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-21,measure,independent,2,138065,135390,10.36666,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-22,measure,independent,2,138065,135390,10.95400,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-23,measure,independent,2,138065,135390,11.30667,034c0f430ec2a48c,1
scene-cut,regional,0,baseline,measure-24,measure,independent,2,138065,135390,10.52707,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,control,anchor,row-v3,3,91303,88628,8.77275,743740e50850356b,1
scene-cut,regional,1,candidate,control,no-ack,row-v3,3,113209,110534,8.81625,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,control,ack-pair,row-v3,3,113209,110534,12.12551,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,control,forgot-ref,row-v3,3,113209,110534,8.41697,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,control,anchor-id8,row-v3,3,113209,110534,8.63156,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,control,post-reset,row-v3,3,113209,110534,8.26830,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-01,measure,row-v3,3,113209,110534,12.37580,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-02,measure,row-v3,3,113209,110534,12.53336,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-03,measure,row-v3,3,113209,110534,12.68311,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-04,measure,row-v3,3,113209,110534,11.84538,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-05,measure,row-v3,3,113209,110534,11.98919,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-06,measure,row-v3,3,113209,110534,12.13652,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-07,measure,row-v3,3,113209,110534,12.24814,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-08,measure,row-v3,3,113209,110534,12.42892,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-09,measure,row-v3,3,113209,110534,12.60927,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-10,measure,row-v3,3,113209,110534,12.08825,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-11,measure,row-v3,3,113209,110534,11.98252,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-12,measure,row-v3,3,113209,110534,11.82194,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-13,measure,row-v3,3,113209,110534,12.16795,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-14,measure,row-v3,3,113209,110534,11.93030,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-15,measure,row-v3,3,113209,110534,12.22437,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-16,measure,row-v3,3,113209,110534,11.85646,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-17,measure,row-v3,3,113209,110534,12.57423,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-18,measure,row-v3,3,113209,110534,12.39355,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-19,measure,row-v3,3,113209,110534,11.87092,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-20,measure,row-v3,3,113209,110534,12.22810,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-21,measure,row-v3,3,113209,110534,11.97053,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-22,measure,row-v3,3,113209,110534,12.64141,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-23,measure,row-v3,3,113209,110534,12.31760,034c0f430ec2a48c,1
scene-cut,regional,1,candidate,measure-24,measure,row-v3,3,113209,110534,12.09686,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,control,anchor,row-v3,3,91303,88628,8.42906,743740e50850356b,1
scene-cut,regional,2,candidate,control,no-ack,row-v3,3,113209,110534,8.37903,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,control,ack-pair,row-v3,3,113209,110534,12.36542,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,control,forgot-ref,row-v3,3,113209,110534,8.35926,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,control,anchor-id8,row-v3,3,113209,110534,8.67627,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,control,post-reset,row-v3,3,113209,110534,7.95532,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-01,measure,row-v3,3,113209,110534,12.04859,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-02,measure,row-v3,3,113209,110534,11.84160,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-03,measure,row-v3,3,113209,110534,12.13591,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-04,measure,row-v3,3,113209,110534,11.70127,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-05,measure,row-v3,3,113209,110534,11.72092,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-06,measure,row-v3,3,113209,110534,11.92840,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-07,measure,row-v3,3,113209,110534,11.95479,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-08,measure,row-v3,3,113209,110534,11.90816,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-09,measure,row-v3,3,113209,110534,11.56101,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-10,measure,row-v3,3,113209,110534,11.74643,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-11,measure,row-v3,3,113209,110534,12.07938,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-12,measure,row-v3,3,113209,110534,12.34084,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-13,measure,row-v3,3,113209,110534,11.70840,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-14,measure,row-v3,3,113209,110534,11.99133,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-15,measure,row-v3,3,113209,110534,13.59881,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-16,measure,row-v3,3,113209,110534,12.09932,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-17,measure,row-v3,3,113209,110534,11.94979,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-18,measure,row-v3,3,113209,110534,12.12916,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-19,measure,row-v3,3,113209,110534,11.92318,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-20,measure,row-v3,3,113209,110534,11.79415,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-21,measure,row-v3,3,113209,110534,12.07744,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-22,measure,row-v3,3,113209,110534,11.87353,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-23,measure,row-v3,3,113209,110534,11.76182,034c0f430ec2a48c,1
scene-cut,regional,2,candidate,measure-24,measure,row-v3,3,113209,110534,11.84364,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,control,anchor,independent,2,101724,99049,8.06392,743740e50850356b,1
scene-cut,regional,3,baseline,control,no-ack,independent,2,138065,135390,7.80123,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,control,ack-pair,independent,2,138065,135390,12.14497,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,control,forgot-ref,independent,2,138065,135390,7.72182,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,control,anchor-id8,independent,2,138065,135390,8.03383,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,control,post-reset,independent,2,138065,135390,7.81945,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-01,measure,independent,2,138065,135390,11.05279,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-02,measure,independent,2,138065,135390,10.75068,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-03,measure,independent,2,138065,135390,10.92853,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-04,measure,independent,2,138065,135390,11.49404,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-05,measure,independent,2,138065,135390,10.62315,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-06,measure,independent,2,138065,135390,10.85175,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-07,measure,independent,2,138065,135390,10.76558,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-08,measure,independent,2,138065,135390,10.72516,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-09,measure,independent,2,138065,135390,10.64216,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-10,measure,independent,2,138065,135390,10.66351,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-11,measure,independent,2,138065,135390,11.06909,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-12,measure,independent,2,138065,135390,11.21297,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-13,measure,independent,2,138065,135390,11.33522,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-14,measure,independent,2,138065,135390,12.03256,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-15,measure,independent,2,138065,135390,10.91242,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-16,measure,independent,2,138065,135390,10.75171,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-17,measure,independent,2,138065,135390,10.91546,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-18,measure,independent,2,138065,135390,10.83355,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-19,measure,independent,2,138065,135390,10.96097,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-20,measure,independent,2,138065,135390,11.36561,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-21,measure,independent,2,138065,135390,11.08788,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-22,measure,independent,2,138065,135390,10.91523,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-23,measure,independent,2,138065,135390,11.26307,034c0f430ec2a48c,1
scene-cut,regional,3,baseline,measure-24,measure,independent,2,138065,135390,11.03705,034c0f430ec2a48c,1
independent-noack,global,0,baseline,control,anchor,independent,2,101724,99049,7.13351,743740e50850356b,1
independent-noack,global,0,baseline,control,no-ack,independent,2,102116,99441,6.49769,8030ea57249b6c82,1
independent-noack,global,0,baseline,control,ack-pair,independent,2,102116,99441,6.69488,8030ea57249b6c82,1
independent-noack,global,0,baseline,control,forgot-ref,independent,2,102116,99441,7.43575,8030ea57249b6c82,1
independent-noack,global,0,baseline,control,anchor-id8,independent,2,102116,99441,6.18958,8030ea57249b6c82,1
independent-noack,global,0,baseline,control,post-reset,independent,2,102116,99441,6.56402,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-01,measure,independent,2,102116,99441,6.33695,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-02,measure,independent,2,102116,99441,6.33062,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-03,measure,independent,2,102116,99441,6.30865,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-04,measure,independent,2,102116,99441,6.50029,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-05,measure,independent,2,102116,99441,6.27733,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-06,measure,independent,2,102116,99441,6.23447,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-07,measure,independent,2,102116,99441,6.36669,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-08,measure,independent,2,102116,99441,6.24323,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-09,measure,independent,2,102116,99441,6.34168,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-10,measure,independent,2,102116,99441,6.14339,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-11,measure,independent,2,102116,99441,6.61514,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-12,measure,independent,2,102116,99441,6.26049,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-13,measure,independent,2,102116,99441,6.22533,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-14,measure,independent,2,102116,99441,6.48704,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-15,measure,independent,2,102116,99441,6.65485,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-16,measure,independent,2,102116,99441,6.76315,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-17,measure,independent,2,102116,99441,6.58032,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-18,measure,independent,2,102116,99441,6.38802,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-19,measure,independent,2,102116,99441,6.36082,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-20,measure,independent,2,102116,99441,6.68481,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-21,measure,independent,2,102116,99441,6.46619,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-22,measure,independent,2,102116,99441,6.29685,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-23,measure,independent,2,102116,99441,6.32850,8030ea57249b6c82,1
independent-noack,global,0,baseline,measure-24,measure,independent,2,102116,99441,6.44733,8030ea57249b6c82,1
independent-noack,global,1,candidate,control,anchor,row-v3,3,91303,88628,8.32327,743740e50850356b,1
independent-noack,global,1,candidate,control,no-ack,row-v3,3,91221,88546,7.44656,8030ea57249b6c82,1
independent-noack,global,1,candidate,control,ack-pair,row-v3,3,91221,88546,7.54594,8030ea57249b6c82,1
independent-noack,global,1,candidate,control,forgot-ref,row-v3,3,91221,88546,7.36532,8030ea57249b6c82,1
independent-noack,global,1,candidate,control,anchor-id8,row-v3,3,91221,88546,7.46143,8030ea57249b6c82,1
independent-noack,global,1,candidate,control,post-reset,row-v3,3,91221,88546,7.37020,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-01,measure,row-v3,3,91221,88546,7.30224,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-02,measure,row-v3,3,91221,88546,7.48896,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-03,measure,row-v3,3,91221,88546,7.30393,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-04,measure,row-v3,3,91221,88546,7.40911,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-05,measure,row-v3,3,91221,88546,7.98989,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-06,measure,row-v3,3,91221,88546,7.49260,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-07,measure,row-v3,3,91221,88546,7.47178,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-08,measure,row-v3,3,91221,88546,7.87806,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-09,measure,row-v3,3,91221,88546,7.44905,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-10,measure,row-v3,3,91221,88546,7.35147,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-11,measure,row-v3,3,91221,88546,7.45476,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-12,measure,row-v3,3,91221,88546,7.59620,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-13,measure,row-v3,3,91221,88546,7.62511,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-14,measure,row-v3,3,91221,88546,7.30690,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-15,measure,row-v3,3,91221,88546,7.43822,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-16,measure,row-v3,3,91221,88546,7.74515,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-17,measure,row-v3,3,91221,88546,7.38485,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-18,measure,row-v3,3,91221,88546,7.76733,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-19,measure,row-v3,3,91221,88546,7.47908,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-20,measure,row-v3,3,91221,88546,8.03705,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-21,measure,row-v3,3,91221,88546,7.55761,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-22,measure,row-v3,3,91221,88546,7.64476,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-23,measure,row-v3,3,91221,88546,8.01727,8030ea57249b6c82,1
independent-noack,global,1,candidate,measure-24,measure,row-v3,3,91221,88546,7.49506,8030ea57249b6c82,1
independent-noack,global,2,candidate,control,anchor,row-v3,3,91303,88628,8.67902,743740e50850356b,1
independent-noack,global,2,candidate,control,no-ack,row-v3,3,91221,88546,8.49178,8030ea57249b6c82,1
independent-noack,global,2,candidate,control,ack-pair,row-v3,3,91221,88546,7.93049,8030ea57249b6c82,1
independent-noack,global,2,candidate,control,forgot-ref,row-v3,3,91221,88546,8.08451,8030ea57249b6c82,1
independent-noack,global,2,candidate,control,anchor-id8,row-v3,3,91221,88546,7.99640,8030ea57249b6c82,1
independent-noack,global,2,candidate,control,post-reset,row-v3,3,91221,88546,7.70236,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-01,measure,row-v3,3,91221,88546,8.30274,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-02,measure,row-v3,3,91221,88546,7.72368,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-03,measure,row-v3,3,91221,88546,8.61818,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-04,measure,row-v3,3,91221,88546,8.39439,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-05,measure,row-v3,3,91221,88546,7.86914,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-06,measure,row-v3,3,91221,88546,8.18854,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-07,measure,row-v3,3,91221,88546,9.39489,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-08,measure,row-v3,3,91221,88546,8.84323,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-09,measure,row-v3,3,91221,88546,9.87037,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-10,measure,row-v3,3,91221,88546,7.97224,8030ea57249b6c82,1
independent-noack,global,2,candidate,measure-11,measure,row-v3,3,91221,88546,8.58144,8030ea57249b6c82,1
