fixture,kind,phase,block,order,path,sample,decode_us,wire_bytes,exact
forest_s0,frame,warm,0,ABBA,baseline,0,551.094,56293,1
forest_s0,frame,warm,0,ABBA,candidate,1,494.062,53576,1
forest_s0,frame,warm,0,ABBA,candidate,1,637.031,53576,1
forest_s0,frame,warm,0,ABBA,baseline,0,466.667,56293,1
forest_s0,frame,warm,1,ABBA,baseline,2,432.969,56293,1
forest_s0,frame,warm,1,ABBA,candidate,3,448.958,53576,1
forest_s0,frame,warm,1,ABBA,candidate,3,448.229,53576,1
forest_s0,frame,warm,1,ABBA,baseline,2,431.771,56293,1
forest_s0,frame,warm,2,ABBA,baseline,4,451.719,56293,1
forest_s0,frame,warm,2,ABBA,candidate,5,449.687,53576,1
forest_s0,frame,warm,2,ABBA,candidate,5,446.979,53576,1
forest_s0,frame,warm,2,ABBA,baseline,4,431.979,56293,1
forest_s0,frame,warm,3,BAAB,candidate,7,556.042,53576,1
forest_s0,frame,warm,3,BAAB,baseline,6,453.802,56293,1
forest_s0,frame,warm,3,BAAB,baseline,6,429.532,56293,1
forest_s0,frame,warm,3,BAAB,candidate,7,451.875,53576,1
forest_s0,frame,warm,4,BAAB,candidate,9,443.854,53576,1
forest_s0,frame,warm,4,BAAB,baseline,8,430.104,56293,1
forest_s0,frame,warm,4,BAAB,baseline,8,448.333,56293,1
forest_s0,frame,warm,4,BAAB,candidate,9,460.677,53576,1
forest_s0,frame,warm,5,BAAB,candidate,11,444.219,53576,1
forest_s0,frame,warm,5,BAAB,baseline,10,449.322,56293,1
forest_s0,frame,warm,5,BAAB,baseline,10,429.636,56293,1
forest_s0,frame,warm,5,BAAB,candidate,11,442.708,53576,1
forest_s0,frame,warm,6,ABBA,baseline,12,430,56293,1
forest_s0,frame,warm,6,ABBA,candidate,13,447.084,53576,1
forest_s0,frame,warm,6,ABBA,candidate,13,442.656,53576,1
forest_s0,frame,warm,6,ABBA,baseline,12,429.062,56293,1
forest_s0,frame,warm,7,BAAB,candidate,15,480.365,53576,1
forest_s0,frame,warm,7,BAAB,baseline,14,449.583,56293,1
forest_s0,frame,warm,7,BAAB,baseline,14,437.5,56293,1
forest_s0,frame,warm,7,BAAB,candidate,15,478.177,53576,1
forest_s0,frame,warm,8,BAAB,candidate,17,482.5,53576,1
forest_s0,frame,warm,8,BAAB,baseline,16,429.166,56293,1
forest_s0,frame,warm,8,BAAB,baseline,16,426.511,56293,1
forest_s0,frame,warm,8,BAAB,candidate,17,442.396,53576,1
forest_s0,frame,warm,9,ABBA,baseline,18,448.698,56293,1
forest_s0,frame,warm,9,ABBA,candidate,19,478.385,53576,1
forest_s0,frame,warm,9,ABBA,candidate,19,464.636,53576,1
forest_s0,frame,warm,9,ABBA,baseline,18,449.115,56293,1
forest_s0,frame,warm,10,ABBA,baseline,20,447.136,56293,1
forest_s0,frame,warm,10,ABBA,candidate,21,443.281,53576,1
forest_s0,frame,warm,10,ABBA,candidate,21,442.239,53576,1
forest_s0,frame,warm,10,ABBA,baseline,20,448.334,56293,1
forest_s0,frame,warm,11,BAAB,candidate,23,441.823,53576,1
forest_s0,frame,warm,11,BAAB,baseline,22,429.271,56293,1
forest_s0,frame,warm,11,BAAB,baseline,22,426.042,56293,1
forest_s0,frame,warm,11,BAAB,candidate,23,442.396,53576,1
forest_s0,frame,measured,12,ABBA,baseline,0,427.552,56293,1
forest_s0,frame,measured,12,ABBA,candidate,1,466.041,53576,1
forest_s0,frame,measured,12,ABBA,candidate,1,479.895,53576,1
forest_s0,frame,measured,12,ABBA,baseline,0,456.355,56293,1
forest_s0,frame,measured,13,ABBA,baseline,2,450.73,56293,1
forest_s0,frame,measured,13,ABBA,candidate,3,450.625,53576,1
forest_s0,frame,measured,13,ABBA,candidate,3,470.781,53576,1
forest_s0,frame,measured,13,ABBA,baseline,2,436.562,56293,1
forest_s0,frame,measured,14,BAAB,candidate,5,481.823,53576,1
forest_s0,frame,measured,14,BAAB,baseline,4,434.584,56293,1
forest_s0,frame,measured,14,BAAB,baseline,4,429.531,56293,1
forest_s0,frame,measured,14,BAAB,candidate,5,443.177,53576,1
forest_s0,frame,measured,15,ABBA,baseline,6,431.667,56293,1
forest_s0,frame,measured,15,ABBA,candidate,7,452.344,53576,1
forest_s0,frame,measured,15,ABBA,candidate,7,445.416,53576,1
forest_s0,frame,measured,15,ABBA,baseline,6,438.125,56293,1
forest_s0,frame,measured,16,BAAB,candidate,9,482.917,53576,1
forest_s0,frame,measured,16,BAAB,baseline,8,453.698,56293,1
forest_s0,frame,measured,16,BAAB,baseline,8,449.375,56293,1
forest_s0,frame,measured,16,BAAB,candidate,9,491.562,53576,1
forest_s0,frame,measured,17,ABBA,baseline,10,445.938,56293,1
forest_s0,frame,measured,17,ABBA,candidate,11,480.677,53576,1
forest_s0,frame,measured,17,ABBA,candidate,11,481.459,53576,1
forest_s0,frame,measured,17,ABBA,baseline,10,440.937,56293,1
forest_s0,frame,measured,18,ABBA,baseline,12,450.625,56293,1
forest_s0,frame,measured,18,ABBA,candidate,13,479.479,53576,1
forest_s0,frame,measured,18,ABBA,candidate,13,480.052,53576,1
forest_s0,frame,measured,18,ABBA,baseline,12,450.677,56293,1
forest_s0,frame,measured,19,ABBA,baseline,14,449.583,56293,1
forest_s0,frame,measured,19,ABBA,candidate,15,480,53576,1
forest_s0,frame,measured,19,ABBA,candidate,15,480.261,53576,1
forest_s0,frame,measured,19,ABBA,baseline,14,430.157,56293,1
forest_s0,frame,measured,20,ABBA,baseline,16,448.021,56293,1
forest_s0,frame,measured,20,ABBA,candidate,17,453.907,53576,1
forest_s0,frame,measured,20,ABBA,candidate,17,444.271,53576,1
forest_s0,frame,measured,20,ABBA,baseline,16,456.563,56293,1
forest_s0,frame,measured,21,ABBA,baseline,18,453.802,56293,1
forest_s0,frame,measured,21,ABBA,candidate,19,481.198,53576,1
forest_s0,frame,measured,21,ABBA,candidate,19,480.833,53576,1
forest_s0,frame,measured,21,ABBA,baseline,18,445.104,56293,1
forest_s0,frame,measured,22,BAAB,candidate,21,478.073,53576,1
forest_s0,frame,measured,22,BAAB,baseline,20,430.521,56293,1
forest_s0,frame,measured,22,BAAB,baseline,20,427.865,56293,1
forest_s0,frame,measured,22,BAAB,candidate,21,563.177,53576,1
forest_s0,frame,measured,23,BAAB,candidate,23,453.958,53576,1
forest_s0,frame,measured,23,BAAB,baseline,22,450.729,56293,1
forest_s0,frame,measured,23,BAAB,baseline,22,416.927,56293,1
forest_s0,frame,measured,23,BAAB,candidate,23,444.583,53576,1
forest_s8,frame,warm,0,BAAB,candidate,1,473.593,53004,1
forest_s8,frame,warm,0,BAAB,baseline,0,475.156,55787,1
forest_s8,frame,warm,0,BAAB,baseline,0,449.167,55787,1
forest_s8,frame,warm,0,BAAB,candidate,1,488.75,53004,1
forest_s8,frame,warm,1,ABBA,baseline,2,445.156,55787,1
forest_s8,frame,warm,1,ABBA,candidate,3,498.385,53004,1
forest_s8,frame,warm,1,ABBA,candidate,3,453.281,53004,1
forest_s8,frame,warm,1,ABBA,baseline,2,439.375,55787,1
forest_s8,frame,warm,2,ABBA,baseline,4,426.459,55787,1
forest_s8,frame,warm,2,ABBA,candidate,5,469.531,53004,1
forest_s8,frame,warm,2,ABBA,candidate,5,469.895,53004,1
forest_s8,frame,warm,2,ABBA,baseline,4,431.927,55787,1
forest_s8,frame,warm,3,BAAB,candidate,7,470.416,53004,1
forest_s8,frame,warm,3,BAAB,baseline,6,438.907,55787,1
forest_s8,frame,warm,3,BAAB,baseline,6,457.136,55787,1
forest_s8,frame,warm,3,BAAB,candidate,7,469.791,53004,1
forest_s8,frame,warm,4,BAAB,candidate,9,450.729,53004,1
forest_s8,frame,warm,4,BAAB,baseline,8,441.354,55787,1
forest_s8,frame,warm,4,BAAB,baseline,8,435,55787,1
forest_s8,frame,warm,4,BAAB,candidate,9,452.136,53004,1
forest_s8,frame,warm,5,ABBA,baseline,10,436.042,55787,1
forest_s8,frame,warm,5,ABBA,candidate,11,449.687,53004,1
forest_s8,frame,warm,5,ABBA,candidate,11,455.989,53004,1
forest_s8,frame,warm,5,ABBA,baseline,10,485.208,55787,1
forest_s8,frame,warm,6,ABBA,baseline,12,445.834,55787,1
forest_s8,frame,warm,6,ABBA,candidate,13,483.386,53004,1
forest_s8,frame,warm,6,ABBA,candidate,13,451.771,53004,1
forest_s8,frame,warm,6,ABBA,baseline,12,425.885,55787,1
forest_s8,frame,warm,7,BAAB,candidate,15,447.291,53004,1
forest_s8,frame,warm,7,BAAB,baseline,14,457.604,55787,1
forest_s8,frame,warm,7,BAAB,baseline,14,454.688,55787,1
forest_s8,frame,warm,7,BAAB,candidate,15,448.698,53004,1
forest_s8,frame,warm,8,BAAB,candidate,17,485.99,53004,1
forest_s8,frame,warm,8,BAAB,baseline,16,462.969,55787,1
forest_s8,frame,warm,8,BAAB,baseline,16,434.531,55787,1
forest_s8,frame,warm,8,BAAB,candidate,17,468.177,53004,1
forest_s8,frame,warm,9,BAAB,candidate,19,448.177,53004,1
forest_s8,frame,warm,9,BAAB,baseline,18,425.417,55787,1
forest_s8,frame,warm,9,BAAB,baseline,18,435.886,55787,1
forest_s8,frame,warm,9,BAAB,candidate,19,448.855,53004,1
forest_s8,frame,warm,10,BAAB,candidate,21,451.979,53004,1
forest_s8,frame,warm,10,BAAB,baseline,20,469.166,55787,1
forest_s8,frame,warm,10,BAAB,baseline,20,434.948,55787,1
forest_s8,frame,warm,10,BAAB,candidate,21,450.521,53004,1
forest_s8,frame,warm,11,ABBA,baseline,22,424.895,55787,1
forest_s8,frame,warm,11,ABBA,candidate,23,450.416,53004,1
forest_s8,frame,warm,11,ABBA,candidate,23,472.761,53004,1
forest_s8,frame,warm,11,ABBA,baseline,22,436.875,55787,1
forest_s8,frame,measured,12,ABBA,baseline,0,435.156,55787,1
forest_s8,frame,measured,12,ABBA,candidate,1,447.708,53004,1
forest_s8,frame,measured,12,ABBA,candidate,1,448.281,53004,1
forest_s8,frame,measured,12,ABBA,baseline,0,432.396,55787,1
forest_s8,frame,measured,13,ABBA,baseline,2,449.583,55787,1
forest_s8,frame,measured,13,ABBA,candidate,3,479.375,53004,1
forest_s8,frame,measured,13,ABBA,candidate,3,448.959,53004,1
forest_s8,frame,measured,13,ABBA,baseline,2,436.823,55787,1
forest_s8,frame,measured,14,BAAB,candidate,5,448.906,53004,1
forest_s8,frame,measured,14,BAAB,baseline,4,436.719,55787,1
forest_s8,frame,measured,14,BAAB,baseline,4,460,55787,1
forest_s8,frame,measured,14,BAAB,candidate,5,448.177,53004,1
forest_s8,frame,measured,15,ABBA,baseline,6,453.959,55787,1
forest_s8,frame,measured,15,ABBA,candidate,7,483.542,53004,1
forest_s8,frame,measured,15,ABBA,candidate,7,465.99,53004,1
forest_s8,frame,measured,15,ABBA,baseline,6,424.739,55787,1
forest_s8,frame,measured,16,ABBA,baseline,8,442.188,55787,1
forest_s8,frame,measured,16,ABBA,candidate,9,448.333,53004,1
forest_s8,frame,measured,16,ABBA,candidate,9,448.594,53004,1
forest_s8,frame,measured,16,ABBA,baseline,8,444.271,55787,1
forest_s8,frame,measured,17,ABBA,baseline,10,434.635,55787,1
forest_s8,frame,measured,17,ABBA,candidate,11,492.708,53004,1
forest_s8,frame,measured,17,ABBA,candidate,11,465.104,53004,1
forest_s8,frame,measured,17,ABBA,baseline,10,455.26,55787,1
forest_s8,frame,measured,18,BAAB,candidate,13,448.281,53004,1
forest_s8,frame,measured,18,BAAB,baseline,12,439.479,55787,1
forest_s8,frame,measured,18,BAAB,baseline,12,421.407,55787,1
forest_s8,frame,measured,18,BAAB,candidate,13,445.26,53004,1
forest_s8,frame,measured,19,ABBA,baseline,14,424.219,55787,1
forest_s8,frame,measured,19,ABBA,candidate,15,447.136,53004,1
forest_s8,frame,measured,19,ABBA,candidate,15,490.625,53004,1
forest_s8,frame,measured,19,ABBA,baseline,14,424.948,55787,1
forest_s8,frame,measured,20,ABBA,baseline,16,433.437,55787,1
forest_s8,frame,measured,20,ABBA,candidate,17,485.208,53004,1
forest_s8,frame,measured,20,ABBA,candidate,17,447.865,53004,1
forest_s8,frame,measured,20,ABBA,baseline,16,434.948,55787,1
forest_s8,frame,measured,21,BAAB,candidate,19,445.938,53004,1
forest_s8,frame,measured,21,BAAB,baseline,18,435.105,55787,1
forest_s8,frame,measured,21,BAAB,baseline,18,422.552,55787,1
forest_s8,frame,measured,21,BAAB,candidate,19,565.678,53004,1
forest_s8,frame,measured,22,BAAB,candidate,21,452.395,53004,1
forest_s8,frame,measured,22,BAAB,baseline,20,424.427,55787,1
forest_s8,frame,measured,22,BAAB,baseline,20,453.021,55787,1
forest_s8,frame,measured,22,BAAB,candidate,21,448.646,53004,1
forest_s8,frame,measured,23,ABBA,baseline,22,454.062,55787,1
forest_s8,frame,measured,23,ABBA,candidate,23,447.709,53004,1
forest_s8,frame,measured,23,ABBA,candidate,23,447.5,53004,1
forest_s8,frame,measured,23,ABBA,baseline,22,423.49,55787,1
forest_s16,frame,warm,0,BAAB,candidate,1,520.208,52573,1
forest_s16,frame,warm,0,BAAB,baseline,0,475.573,55236,1
forest_s16,frame,warm,0,BAAB,baseline,0,457.969,55236,1
forest_s16,frame,warm,0,BAAB,candidate,1,452.188,52573,1
forest_s16,frame,warm,1,BAAB,candidate,3,452.031,52573,1
forest_s16,frame,warm,1,BAAB,baseline,2,438.021,55236,1
forest_s16,frame,warm,1,BAAB,baseline,2,423.646,55236,1
forest_s16,frame,warm,1,BAAB,candidate,3,465.052,52573,1
forest_s16,frame,warm,2,BAAB,candidate,5,452.396,52573,1
forest_s16,frame,warm,2,BAAB,baseline,4,456.562,55236,1
forest_s16,frame,warm,2,BAAB,baseline,4,423.021,55236,1
forest_s16,frame,warm,2,BAAB,candidate,5,450.312,52573,1
forest_s16,frame,warm,3,ABBA,baseline,6,435.833,55236,1
forest_s16,frame,warm,3,ABBA,candidate,7,484.063,52573,1
forest_s16,frame,warm,3,ABBA,candidate,7,450.104,52573,1
forest_s16,frame,warm,3,ABBA,baseline,6,436.094,55236,1
forest_s16,frame,warm,4,ABBA,baseline,8,423.698,55236,1
forest_s16,frame,warm,4,ABBA,candidate,9,448.438,52573,1
forest_s16,frame,warm,4,ABBA,candidate,9,476.875,52573,1
forest_s16,frame,warm,4,ABBA,baseline,8,462.656,55236,1
forest_s16,frame,warm,5,BAAB,candidate,11,448.125,52573,1
forest_s16,frame,warm,5,BAAB,baseline,10,441.614,55236,1
forest_s16,frame,warm,5,BAAB,baseline,10,434.427,55236,1
forest_s16,frame,warm,5,BAAB,candidate,11,447.917,52573,1
forest_s16,frame,warm,6,ABBA,baseline,12,435.678,55236,1
forest_s16,frame,warm,6,ABBA,candidate,13,449.218,52573,1
forest_s16,frame,warm,6,ABBA,candidate,13,485.469,52573,1
forest_s16,frame,warm,6,ABBA,baseline,12,435.417,55236,1
forest_s16,frame,warm,7,ABBA,baseline,14,434.27,55236,1
forest_s16,frame,warm,7,ABBA,candidate,15,483.698,52573,1
forest_s16,frame,warm,7,ABBA,candidate,15,450.938,52573,1
forest_s16,frame,warm,7,ABBA,baseline,14,444.636,55236,1
forest_s16,frame,warm,8,BAAB,candidate,17,484.166,52573,1
forest_s16,frame,warm,8,BAAB,baseline,16,423.593,55236,1
forest_s16,frame,warm,8,BAAB,baseline,16,434.167,55236,1
forest_s16,frame,warm,8,BAAB,candidate,17,447.917,52573,1
forest_s16,frame,warm,9,BAAB,candidate,19,448.49,52573,1
forest_s16,frame,warm,9,BAAB,baseline,18,485.677,55236,1
forest_s16,frame,warm,9,BAAB,baseline,18,457.708,55236,1
forest_s16,frame,warm,9,BAAB,candidate,19,485.364,52573,1
forest_s16,frame,warm,10,BAAB,candidate,21,448.386,52573,1
forest_s16,frame,warm,10,BAAB,baseline,20,435,55236,1
forest_s16,frame,warm,10,BAAB,baseline,20,440.834,55236,1
forest_s16,frame,warm,10,BAAB,candidate,21,446.823,52573,1
forest_s16,frame,warm,11,ABBA,baseline,22,432.917,55236,1
forest_s16,frame,warm,11,ABBA,candidate,23,445.625,52573,1
forest_s16,frame,warm,11,ABBA,candidate,23,446.615,52573,1
forest_s16,frame,warm,11,ABBA,baseline,22,433.594,55236,1
forest_s16,frame,measured,12,BAAB,candidate,1,465.729,52573,1
forest_s16,frame,measured,12,BAAB,baseline,0,433.802,55236,1
forest_s16,frame,measured,12,BAAB,baseline,0,431.719,55236,1
forest_s16,frame,measured,12,BAAB,candidate,1,485.782,52573,1
forest_s16,frame,measured,13,BAAB,candidate,3,483.906,52573,1
forest_s16,frame,measured,13,BAAB,baseline,2,453.646,55236,1
forest_s16,frame,measured,13,BAAB,baseline,2,452.292,55236,1
forest_s16,frame,measured,13,BAAB,candidate,3,534.01,52573,1
forest_s16,frame,measured,14,ABBA,baseline,4,445.677,55236,1
forest_s16,frame,measured,14,ABBA,candidate,5,482.657,52573,1
forest_s16,frame,measured,14,ABBA,candidate,5,483.958,52573,1
forest_s16,frame,measured,14,ABBA,baseline,4,453.854,55236,1
forest_s16,frame,measured,15,ABBA,baseline,6,459.323,55236,1
forest_s16,frame,measured,15,ABBA,candidate,7,494.48,52573,1
forest_s16,frame,measured,15,ABBA,candidate,7,465.833,52573,1
forest_s16,frame,measured,15,ABBA,baseline,6,443.021,55236,1
forest_s16,frame,measured,16,ABBA,baseline,8,432.396,55236,1
forest_s16,frame,measured,16,ABBA,candidate,9,448.177,52573,1
forest_s16,frame,measured,16,ABBA,candidate,9,465.833,52573,1
forest_s16,frame,measured,16,ABBA,baseline,8,422.291,55236,1
forest_s16,frame,measured,17,BAAB,candidate,11,481.146,52573,1
forest_s16,frame,measured,17,BAAB,baseline,10,456.771,55236,1
forest_s16,frame,measured,17,BAAB,baseline,10,440.208,55236,1
forest_s16,frame,measured,17,BAAB,candidate,11,458.125,52573,1
forest_s16,frame,measured,18,ABBA,baseline,12,488.438,55236,1
forest_s16,frame,measured,18,ABBA,candidate,13,485.886,52573,1
forest_s16,frame,measured,18,ABBA,candidate,13,463.125,52573,1
forest_s16,frame,measured,18,ABBA,baseline,12,422.812,55236,1
forest_s16,frame,measured,19,ABBA,baseline,14,421.719,55236,1
forest_s16,frame,measured,19,ABBA,candidate,15,448.646,52573,1
forest_s16,frame,measured,19,ABBA,candidate,15,446.25,52573,1
forest_s16,frame,measured,19,ABBA,baseline,14,437.812,55236,1
forest_s16,frame,measured,20,ABBA,baseline,16,432.709,55236,1
forest_s16,frame,measured,20,ABBA,candidate,17,499.896,52573,1
forest_s16,frame,measured,20,ABBA,candidate,17,459.375,52573,1
forest_s16,frame,measured,20,ABBA,baseline,16,436.823,55236,1
forest_s16,frame,measured,21,ABBA,baseline,18,425.677,55236,1
forest_s16,frame,measured,21,ABBA,candidate,19,482.292,52573,1
forest_s16,frame,measured,21,ABBA,candidate,19,450.677,52573,1
forest_s16,frame,measured,21,ABBA,baseline,18,442.656,55236,1
forest_s16,frame,measured,22,BAAB,candidate,21,479.479,52573,1
forest_s16,frame,measured,22,BAAB,baseline,20,434.011,55236,1
forest_s16,frame,measured,22,BAAB,baseline,20,444.74,55236,1
forest_s16,frame,measured,22,BAAB,candidate,21,482.917,52573,1
forest_s16,frame,measured,23,BAAB,candidate,23,448.385,52573,1
forest_s16,frame,measured,23,BAAB,baseline,22,434.583,55236,1
forest_s16,frame,measured,23,BAAB,baseline,22,433.073,55236,1
forest_s16,frame,measured,23,BAAB,candidate,23,446.562,52573,1
dark_s0,frame,warm,0,ABBA,baseline,0,506.562,88057,1
dark_s0,frame,warm,0,ABBA,candidate,1,542.969,75668,1
dark_s0,frame,warm,0,ABBA,candidate,1,494.896,75668,1
dark_s0,frame,warm,0,ABBA,baseline,0,490.208,88057,1
dark_s0,frame,warm,1,BAAB,candidate,3,492.5,75668,1
dark_s0,frame,warm,1,BAAB,baseline,2,489.375,88057,1
dark_s0,frame,warm,1,BAAB,baseline,2,504.323,88057,1
dark_s0,frame,warm,1,BAAB,candidate,3,531.875,75668,1
dark_s0,frame,warm,2,ABBA,baseline,4,508.177,88057,1
dark_s0,frame,warm,2,ABBA,candidate,5,525.885,75668,1
dark_s0,frame,warm,2,ABBA,candidate,5,492.5,75668,1
dark_s0,frame,warm,2,ABBA,baseline,4,565.104,88057,1
dark_s0,frame,warm,3,BAAB,candidate,7,531.094,75668,1
dark_s0,frame,warm,3,BAAB,baseline,6,503.907,88057,1
dark_s0,frame,warm,3,BAAB,baseline,6,495.782,88057,1
dark_s0,frame,warm,3,BAAB,candidate,7,525.157,75668,1
dark_s0,frame,warm,4,BAAB,candidate,9,493.281,75668,1
dark_s0,frame,warm,4,BAAB,baseline,8,486.25,88057,1
dark_s0,frame,warm,4,BAAB,baseline,8,502.708,88057,1
dark_s0,frame,warm,4,BAAB,candidate,9,522.812,75668,1
dark_s0,frame,warm,5,BAAB,candidate,11,505.156,75668,1
dark_s0,frame,warm,5,BAAB,baseline,10,505.208,88057,1
dark_s0,frame,warm,5,BAAB,baseline,10,482.864,88057,1
dark_s0,frame,warm,5,BAAB,candidate,11,521.771,75668,1
dark_s0,frame,warm,6,ABBA,baseline,12,484.532,88057,1
dark_s0,frame,warm,6,ABBA,candidate,13,524.687,75668,1
dark_s0,frame,warm,6,ABBA,candidate,13,511.406,75668,1
dark_s0,frame,warm,6,ABBA,baseline,12,522.917,88057,1
dark_s0,frame,warm,7,ABBA,baseline,14,504.74,88057,1
dark_s0,frame,warm,7,ABBA,candidate,15,502.448,75668,1
dark_s0,frame,warm,7,ABBA,candidate,15,492.135,75668,1
dark_s0,frame,warm,7,ABBA,baseline,14,483.385,88057,1
dark_s0,frame,warm,8,BAAB,candidate,17,521.875,75668,1
dark_s0,frame,warm,8,BAAB,baseline,16,473.177,88057,1
dark_s0,frame,warm,8,BAAB,baseline,16,484.636,88057,1
dark_s0,frame,warm,8,BAAB,candidate,17,493.333,75668,1
dark_s0,frame,warm,9,BAAB,candidate,19,489.219,75668,1
dark_s0,frame,warm,9,BAAB,baseline,18,475,88057,1
dark_s0,frame,warm,9,BAAB,baseline,18,483.385,88057,1
dark_s0,frame,warm,9,BAAB,candidate,19,487.5,75668,1
dark_s0,frame,warm,10,BAAB,candidate,21,488.646,75668,1
dark_s0,frame,warm,10,BAAB,baseline,20,495.677,88057,1
dark_s0,frame,warm,10,BAAB,baseline,20,482.135,88057,1
dark_s0,frame,warm,10,BAAB,candidate,21,523.021,75668,1
dark_s0,frame,warm,11,BAAB,candidate,23,561.51,75668,1
dark_s0,frame,warm,11,BAAB,baseline,22,508.541,88057,1
dark_s0,frame,warm,11,BAAB,baseline,22,490.886,88057,1
dark_s0,frame,warm,11,BAAB,candidate,23,489.01,75668,1
dark_s0,frame,measured,12,BAAB,candidate,1,494.427,75668,1
dark_s0,frame,measured,12,BAAB,baseline,0,486.927,88057,1
dark_s0,frame,measured,12,BAAB,baseline,0,486.042,88057,1
dark_s0,frame,measured,12,BAAB,candidate,1,488.229,75668,1
dark_s0,frame,measured,13,ABBA,baseline,2,484.375,88057,1
dark_s0,frame,measured,13,ABBA,candidate,3,521.667,75668,1
dark_s0,frame,measured,13,ABBA,candidate,3,489.687,75668,1
dark_s0,frame,measured,13,ABBA,baseline,2,485.625,88057,1
dark_s0,frame,measured,14,ABBA,baseline,4,482.292,88057,1
dark_s0,frame,measured,14,ABBA,candidate,5,490.938,75668,1
dark_s0,frame,measured,14,ABBA,candidate,5,496.355,75668,1
dark_s0,frame,measured,14,ABBA,baseline,4,483.177,88057,1
dark_s0,frame,measured,15,BAAB,candidate,7,486.875,75668,1
dark_s0,frame,measured,15,BAAB,baseline,6,483.073,88057,1
dark_s0,frame,measured,15,BAAB,baseline,6,492.813,88057,1
dark_s0,frame,measured,15,BAAB,candidate,7,526.562,75668,1
dark_s0,frame,measured,16,ABBA,baseline,8,506.511,88057,1
dark_s0,frame,measured,16,ABBA,candidate,9,512.396,75668,1
dark_s0,frame,measured,16,ABBA,candidate,9,488.958,75668,1
dark_s0,frame,measured,16,ABBA,baseline,8,485.468,88057,1
dark_s0,frame,measured,17,BAAB,candidate,11,488.385,75668,1
dark_s0,frame,measured,17,BAAB,baseline,10,484.531,88057,1
dark_s0,frame,measured,17,BAAB,baseline,10,540.937,88057,1
dark_s0,frame,measured,17,BAAB,candidate,11,495.26,75668,1
dark_s0,frame,measured,18,BAAB,candidate,13,488.698,75668,1
dark_s0,frame,measured,18,BAAB,baseline,12,483.02,88057,1
dark_s0,frame,measured,18,BAAB,baseline,12,469.74,88057,1
dark_s0,frame,measured,18,BAAB,candidate,13,492.605,75668,1
dark_s0,frame,measured,19,BAAB,candidate,15,524.74,75668,1
dark_s0,frame,measured,19,BAAB,baseline,14,474.948,88057,1
dark_s0,frame,measured,19,BAAB,baseline,14,519.062,88057,1
dark_s0,frame,measured,19,BAAB,candidate,15,532.344,75668,1
dark_s0,frame,measured,20,BAAB,candidate,17,504.114,75668,1
dark_s0,frame,measured,20,BAAB,baseline,16,477.083,88057,1
dark_s0,frame,measured,20,BAAB,baseline,16,476.979,88057,1
dark_s0,frame,measured,20,BAAB,candidate,17,505.885,75668,1
dark_s0,frame,measured,21,BAAB,candidate,19,491.927,75668,1
dark_s0,frame,measured,21,BAAB,baseline,18,500.989,88057,1
dark_s0,frame,measured,21,BAAB,baseline,18,483.698,88057,1
dark_s0,frame,measured,21,BAAB,candidate,19,485.521,75668,1
dark_s0,frame,measured,22,BAAB,candidate,21,485.521,75668,1
dark_s0,frame,measured,22,BAAB,baseline,20,480.885,88057,1
dark_s0,frame,measured,22,BAAB,baseline,20,481.198,88057,1
dark_s0,frame,measured,22,BAAB,candidate,21,484.739,75668,1
dark_s0,frame,measured,23,ABBA,baseline,22,481.51,88057,1
dark_s0,frame,measured,23,ABBA,candidate,23,485.625,75668,1
dark_s0,frame,measured,23,ABBA,candidate,23,507.917,75668,1
dark_s0,frame,measured,23,ABBA,baseline,22,507.656,88057,1
dark_s8,frame,warm,0,ABBA,baseline,0,532.344,87477,1
dark_s8,frame,warm,0,ABBA,candidate,1,545.417,75417,1
dark_s8,frame,warm,0,ABBA,candidate,1,508.594,75417,1
dark_s8,frame,warm,0,ABBA,baseline,0,485.365,87477,1
dark_s8,frame,warm,1,ABBA,baseline,2,481.459,87477,1
dark_s8,frame,warm,1,ABBA,candidate,3,491.51,75417,1
dark_s8,frame,warm,1,ABBA,candidate,3,492.709,75417,1
dark_s8,frame,warm,1,ABBA,baseline,2,502.76,87477,1
dark_s8,frame,warm,2,ABBA,baseline,4,484.115,87477,1
dark_s8,frame,warm,2,ABBA,candidate,5,492.865,75417,1
dark_s8,frame,warm,2,ABBA,candidate,5,506.51,75417,1
dark_s8,frame,warm,2,ABBA,baseline,4,504.219,87477,1
dark_s8,frame,warm,3,ABBA,baseline,6,480.625,87477,1
dark_s8,frame,warm,3,ABBA,candidate,7,489.792,75417,1
dark_s8,frame,warm,3,ABBA,candidate,7,491.146,75417,1
dark_s8,frame,warm,3,ABBA,baseline,6,482.916,87477,1
dark_s8,frame,warm,4,BAAB,candidate,9,526.98,75417,1
dark_s8,frame,warm,4,BAAB,baseline,8,535.886,87477,1
dark_s8,frame,warm,4,BAAB,baseline,8,488.855,87477,1
dark_s8,frame,warm,4,BAAB,candidate,9,526.979,75417,1
dark_s8,frame,warm,5,ABBA,baseline,10,478.646,87477,1
dark_s8,frame,warm,5,ABBA,candidate,11,499.635,75417,1
dark_s8,frame,warm,5,ABBA,candidate,11,495.572,75417,1
dark_s8,frame,warm,5,ABBA,baseline,10,491.875,87477,1
dark_s8,frame,warm,6,BAAB,candidate,13,495.416,75417,1
dark_s8,frame,warm,6,BAAB,baseline,12,486.407,87477,1
dark_s8,frame,warm,6,BAAB,baseline,12,484.323,87477,1
