frame,parse_ms,upload_ms,gpu_ms,total_ms,deadline_miss
581,0.589063,0.01375,1.25776,2.54568,0
582,0.670156,0.017031,1.26307,2.2487,0
583,0.617031,0.016302,1.26099,2.84182,0
584,0.624479,0.162812,1.25823,5.47771,0
585,0.562864,0.011615,2.44839,3.61609,0
586,0.995677,0.071146,1.25786,2.61917,0
587,0.586718,0.0125,1.25932,2.13755,0
588,0.752709,0.015677,1.25802,2.42646,0
589,0.838854,0.014323,1.25766,5.4287,0
590,0.610573,0.04849,3.47365,4.51396,0
591,0.850261,0.012552,1.25974,2.45693,0
592,0.588958,0.013281,1.25854,2.15661,0
593,0.628646,0.026146,1.25771,2.20922,0
594,0.680937,0.097864,1.26042,5.0113,0
595,0.826459,0.040104,2.25292,4.01406,0
596,0.598333,0.043125,1.25797,2.33583,0
597,0.608229,0.021927,2.46427,3.41406,0
598,0.650469,0.015573,1.25781,2.14078,0
599,0.607708,0.031875,1.25766,4.39255,0
600,0.647448,0.018959,1.25667,2.76589,0
601,0.642917,0.046979,1.26286,2.35865,0
602,0.590782,0.013281,2.45349,3.34078,0
603,0.611562,0.01375,1.26026,2.21078,0
604,0.646459,0.018073,1.25802,4.4412,0
605,0.633698,0.021511,1.25661,2.36911,0
606,0.593438,0.013906,1.25885,2.1912,0
607,0.625937,0.020416,2.46146,3.42031,0
608,0.636458,0.017656,1.25953,2.22172,0
609,0.611875,0.015156,1.25875,4.17271,0
610,0.587656,0.017448,2.24047,3.13224,0
611,0.62625,0.017865,1.25818,2.24573,0
612,0.601198,0.014531,2.45531,3.36797,0
613,0.606458,0.013855,1.26047,2.15865,0
614,0.623073,0.019323,1.26297,3.56786,0
615,0.713073,0.018958,1.27349,2.38766,0
616,0.582239,0.013698,2.4425,3.37943,0
617,0.584532,0.013437,1.25839,3.05052,0
618,0.617812,0.012969,1.25854,2.15911,0
619,0.658854,0.014584,1.25781,3.55068,0
620,0.594271,0.014531,2.25281,3.20396,0
621,0.580781,0.015521,2.45661,3.40776,0
622,0.64724,0.017083,1.25844,2.79432,0
623,0.598646,0.013177,1.25818,2.16172,0
624,0.605834,0.013541,1.25708,2.6551,0
625,0.756146,0.025312,1.25807,5.79375,0
626,0.609688,0.013906,2.45599,3.43849,0
627,0.604062,0.014218,1.25833,2.44432,0
628,0.611198,0.014844,1.25964,2.14875,0
629,0.656146,0.014427,1.25901,2.72318,0
630,0.730105,0.020312,1.25766,5.53219,0
631,0.574895,0.01302,2.44042,3.31636,0
632,0.621198,0.015156,1.26198,2.20276,0
633,0.608333,0.01526,1.25906,2.16948,0
634,0.624479,0.01427,1.25875,2.49042,0
635,0.635989,0.013333,1.25917,4.97021,0
636,0.972448,0.025937,1.25677,3.08672,0
637,0.605208,0.015469,1.25818,2.15995,0
638,0.58974,0.014948,1.25896,2.13813,0
639,0.658907,0.025364,1.25797,2.1749,0
640,0.942396,0.016719,1.25828,4.84464,0
641,0.544635,0.024479,1.25703,2.64963,0
642,0.56349,0.014896,1.25823,2.17297,0
643,0.559583,0.030417,2.45193,3.3275,0
644,0.747291,0.015052,1.26224,2.31448,0
645,0.677188,0.012813,1.25797,4.52385,0
646,0.562552,0.01724,1.25682,2.39328,0
647,0.568542,0.013542,1.25823,2.17156,0
648,0.618541,0.014583,2.45229,3.38385,0
649,0.599948,0.011875,1.25865,2.1375,0
650,0.642188,0.014323,1.25859,4.32964,0
651,0.621667,0.014219,1.25839,2.24214,0
652,0.542708,0.014427,1.25885,2.17083,0
653,0.554166,0.013073,2.45641,3.33917,0
654,0.571459,0.039479,1.2587,2.14464,0
655,0.570573,0.015677,1.25859,3.89766,0
656,0.583021,0.015521,2.25078,3.16307,0
657,0.570677,0.014583,2.45943,3.42573,0
658,0.56224,0.02,2.46635,3.35328,0
659,0.562968,0.014791,1.2601,2.09307,0
660,0.565469,0.015573,1.25781,3.5638,0
661,0.569115,0.023385,2.26047,3.50443,0
662,0.599844,0.014635,2.45396,3.60172,0
663,0.913229,0.012969,1.25906,3.01849,0
664,0.567552,0.027605,1.25943,2.19151,0
665,0.550833,0.014011,1.2574,3.32719,0
666,0.633802,0.021562,2.26552,3.26203,0
667,0.538958,0.013281,2.44411,3.34203,0
668,1.49224,0.019843,1.25786,3.06713,0
669,0.606302,0.019584,1.26292,2.19828,0
670,0.570729,0.017761,1.25755,2.87286,0
671,0.787552,0.022083,1.25745,5.69698,0
672,0.552448,0.017448,2.45812,3.41328,0
673,0.62349,0.017031,1.25875,2.51484,0
674,0.552291,0.013334,1.2587,2.09063,0
675,0.621614,0.019218,1.26047,2.42255,0
676,0.900834,0.031979,1.25854,5.76854,0
677,0.57401,0.01224,1.25667,3.05099,0
678,0.709167,0.012083,1.25828,2.24437,0
679,0.804479,0.016667,1.26016,2.36818,0
680,0.573385,0.016458,1.25979,2.72755,0
681,0.620781,0.017396,1.25781,5.02667,0
682,0.556771,0.017813,1.25745,2.9074,0
683,0.549792,0.01474,1.25776,2.13036,0
684,0.583958,0.011563,1.25859,2.15021,0
685,0.56599,0.014792,1.25719,2.10755,0
686,0.552552,0.017136,1.25812,4.75437,0
687,0.611302,0.01901,1.25792,2.1726,0
688,0.534063,0.013177,1.25839,2.1374,0
689,0.548593,0.053959,2.46375,3.47088,0
690,0.625468,0.01677,1.25969,2.17563,0
691,0.564583,0.014219,1.25833,4.40047,0
692,0.590052,0.014739,1.25693,2.30198,0
693,0.606458,0.012292,2.47302,3.45875,0
694,0.653385,0.045104,2.46365,3.52057,0
695,0.589323,0.01224,1.25932,2.12708,0
696,0.585521,0.012239,1.25859,3.97688,0
697,0.897604,0.048802,2.27234,3.57526,0
698,0.595625,0.014323,2.4501,3.47026,0
699,0.636562,0.012032,1.25776,3.44589,0
700,0.657552,0.020729,1.26057,2.25156,0
701,0.601354,0.017604,1.26245,3.89516,0
702,0.545677,0.018646,2.26328,3.17594,0
703,0.580364,0.014375,2.44453,3.38318,0
704,0.550572,0.014427,1.25964,3.32714,0
705,0.564896,0.014479,1.25932,2.12599,0
706,0.555417,0.016615,1.2576,3.37047,0
707,0.740313,0.021615,2.28031,3.40443,0
708,0.579323,0.016303,2.46521,3.44073,0
709,0.542552,0.015313,1.2587,2.8776,0
710,0.550573,0.013229,1.25906,2.08229,0
711,0.579896,0.018229,1.25833,3.16573,0
712,0.642813,0.014114,2.25766,3.29875,0
713,0.577552,0.012657,2.4476,3.38432,0
714,0.555261,0.015729,1.26083,2.65036,0
715,0.82177,0.012916,1.25948,2.37167,0
716,0.583542,0.016354,1.25734,2.72401,0
717,0.703854,0.015156,1.2576,5.29307,0
718,0.629792,0.0475,1.25724,2.9825,0
719,0.580677,0.018177,1.26125,2.43588,0
